# TEM     PRE          CP           Z
 906.478  2.93881e+08  2.88437e+08  1.0603
 906.301  2.93681e+08  2.88433e+08  1.06027
 906.125  2.93481e+08  2.88428e+08  1.06024
 905.948  2.93282e+08  2.88424e+08  1.06022
 905.771  2.93082e+08  2.88419e+08  1.06019
 905.594  2.92883e+08  2.88415e+08  1.06016
 905.417  2.92683e+08  2.8841e+08  1.06013
 905.24  2.92484e+08  2.88406e+08  1.0601
 905.064  2.92285e+08  2.88401e+08  1.06008
 904.887  2.92085e+08  2.88397e+08  1.06005
 904.71  2.91886e+08  2.88393e+08  1.06002
 904.533  2.91688e+08  2.88388e+08  1.05999
 904.356  2.91489e+08  2.88384e+08  1.05996
 904.179  2.9129e+08  2.88379e+08  1.05994
 904.002  2.91091e+08  2.88375e+08  1.05991
 903.825  2.90893e+08  2.8837e+08  1.05988
 903.648  2.90694e+08  2.88366e+08  1.05985
 903.471  2.90496e+08  2.88361e+08  1.05982
 903.295  2.90298e+08  2.88357e+08  1.0598
 903.118  2.90099e+08  2.88352e+08  1.05977
 902.941  2.89901e+08  2.88348e+08  1.05974
 902.764  2.89703e+08  2.88343e+08  1.05971
 902.587  2.89505e+08  2.88339e+08  1.05969
 902.41  2.89307e+08  2.88335e+08  1.05966
 902.233  2.8911e+08  2.8833e+08  1.05963
 902.056  2.88912e+08  2.88326e+08  1.0596
 901.879  2.88714e+08  2.88321e+08  1.05957
 901.702  2.88517e+08  2.88317e+08  1.05955
 901.525  2.8832e+08  2.88312e+08  1.05952
 901.348  2.88122e+08  2.88308e+08  1.05949
 901.171  2.87925e+08  2.88304e+08  1.05946
 900.994  2.87728e+08  2.88299e+08  1.05944
 900.817  2.87531e+08  2.88295e+08  1.05941
 900.64  2.87334e+08  2.8829e+08  1.05938
 900.462  2.87137e+08  2.88286e+08  1.05935
 900.285  2.8694e+08  2.88281e+08  1.05933
 900.108  2.86744e+08  2.88277e+08  1.0593
 899.931  2.86547e+08  2.88273e+08  1.05927
 899.754  2.86351e+08  2.88268e+08  1.05924
 899.577  2.86154e+08  2.88264e+08  1.05922
 899.4  2.85958e+08  2.88259e+08  1.05919
 899.223  2.85762e+08  2.88255e+08  1.05916
 899.046  2.85566e+08  2.8825e+08  1.05913
 898.868  2.8537e+08  2.88246e+08  1.05911
 898.691  2.85174e+08  2.88242e+08  1.05908
 898.514  2.84978e+08  2.88237e+08  1.05905
 898.337  2.84782e+08  2.88233e+08  1.05902
 898.16  2.84586e+08  2.88228e+08  1.059
 897.983  2.84391e+08  2.88224e+08  1.05897
 897.805  2.84195e+08  2.8822e+08  1.05894
 897.628  2.84e+08  2.88215e+08  1.05891
 897.451  2.83805e+08  2.88211e+08  1.05889
 897.274  2.8361e+08  2.88207e+08  1.05886
 897.097  2.83414e+08  2.88202e+08  1.05883
 896.919  2.83219e+08  2.88198e+08  1.0588
 896.742  2.83025e+08  2.88193e+08  1.05878
 896.565  2.8283e+08  2.88189e+08  1.05875
 896.388  2.82635e+08  2.88185e+08  1.05872
 896.21  2.8244e+08  2.8818e+08  1.05869
 896.033  2.82246e+08  2.88176e+08  1.05867
 895.856  2.82051e+08  2.88171e+08  1.05864
 895.679  2.81857e+08  2.88167e+08  1.05861
 895.501  2.81663e+08  2.88163e+08  1.05859
 895.324  2.81468e+08  2.88158e+08  1.05856
 895.147  2.81274e+08  2.88154e+08  1.05853
 894.969  2.8108e+08  2.8815e+08  1.0585
 894.792  2.80886e+08  2.88145e+08  1.05848
 894.615  2.80692e+08  2.88141e+08  1.05845
 894.437  2.80499e+08  2.88137e+08  1.05842
 894.26  2.80305e+08  2.88132e+08  1.0584
 894.083  2.80111e+08  2.88128e+08  1.05837
 893.905  2.79918e+08  2.88123e+08  1.05834
 893.728  2.79725e+08  2.88119e+08  1.05831
 893.551  2.79531e+08  2.88115e+08  1.05829
 893.373  2.79338e+08  2.8811e+08  1.05826
 893.196  2.79145e+08  2.88106e+08  1.05823
 893.018  2.78952e+08  2.88102e+08  1.05821
 892.841  2.78759e+08  2.88097e+08  1.05818
 892.664  2.78566e+08  2.88093e+08  1.05815
 892.486  2.78373e+08  2.88089e+08  1.05812
 892.309  2.78181e+08  2.88084e+08  1.0581
 892.131  2.77988e+08  2.8808e+08  1.05807
 891.954  2.77796e+08  2.88076e+08  1.05804
 891.776  2.77603e+08  2.88071e+08  1.05802
 891.599  2.77411e+08  2.88067e+08  1.05799
 891.421  2.77219e+08  2.88063e+08  1.05796
 891.244  2.77026e+08  2.88058e+08  1.05794
 891.066  2.76834e+08  2.88054e+08  1.05791
 890.889  2.76643e+08  2.8805e+08  1.05788
 890.711  2.76451e+08  2.88045e+08  1.05786
 890.534  2.76259e+08  2.88041e+08  1.05783
 890.356  2.76067e+08  2.88037e+08  1.0578
 890.179  2.75876e+08  2.88032e+08  1.05777
 890.001  2.75684e+08  2.88028e+08  1.05775
 889.824  2.75493e+08  2.88024e+08  1.05772
 889.646  2.75301e+08  2.8802e+08  1.05769
 889.469  2.7511e+08  2.88015e+08  1.05767
 889.291  2.74919e+08  2.88011e+08  1.05764
 889.113  2.74728e+08  2.88007e+08  1.05761
 888.936  2.74537e+08  2.88002e+08  1.05759
 888.758  2.74346e+08  2.87998e+08  1.05756
 888.581  2.74155e+08  2.87994e+08  1.05753
 888.403  2.73965e+08  2.87989e+08  1.05751
 888.225  2.73774e+08  2.87985e+08  1.05748
 888.048  2.73584e+08  2.87981e+08  1.05745
 887.87  2.73393e+08  2.87976e+08  1.05743
 887.693  2.73203e+08  2.87972e+08  1.0574
 887.515  2.73013e+08  2.87968e+08  1.05737
 887.337  2.72822e+08  2.87963e+08  1.05734
 887.16  2.72632e+08  2.87959e+08  1.05732
 886.982  2.72442e+08  2.87955e+08  1.05729
 886.804  2.72252e+08  2.8795e+08  1.05726
 886.627  2.72063e+08  2.87946e+08  1.05723
 886.449  2.71873e+08  2.87942e+08  1.05721
 886.271  2.71683e+08  2.87937e+08  1.05718
 886.093  2.71494e+08  2.87933e+08  1.05715
 885.916  2.71304e+08  2.87929e+08  1.05713
 885.738  2.71115e+08  2.87924e+08  1.0571
 885.56  2.70926e+08  2.8792e+08  1.05707
 885.382  2.70737e+08  2.87916e+08  1.05704
 885.205  2.70547e+08  2.87911e+08  1.05702
 885.027  2.70358e+08  2.87907e+08  1.05699
 884.849  2.7017e+08  2.87903e+08  1.05696
 884.671  2.69981e+08  2.87898e+08  1.05693
 884.494  2.69792e+08  2.87894e+08  1.05691
 884.316  2.69603e+08  2.8789e+08  1.05688
 884.138  2.69415e+08  2.87885e+08  1.05685
 883.96  2.69226e+08  2.87881e+08  1.05683
 883.782  2.69038e+08  2.87877e+08  1.0568
 883.605  2.6885e+08  2.87872e+08  1.05677
 883.427  2.68662e+08  2.87868e+08  1.05675
 883.249  2.68473e+08  2.87864e+08  1.05672
 883.071  2.68285e+08  2.8786e+08  1.05669
 882.893  2.68098e+08  2.87855e+08  1.05666
 882.715  2.6791e+08  2.87851e+08  1.05664
 882.537  2.67722e+08  2.87847e+08  1.05661
 882.36  2.67534e+08  2.87842e+08  1.05658
 882.182  2.67347e+08  2.87838e+08  1.05656
 882.004  2.67159e+08  2.87834e+08  1.05653
 881.826  2.66972e+08  2.87829e+08  1.0565
 881.648  2.66785e+08  2.87825e+08  1.05648
 881.47  2.66597e+08  2.87821e+08  1.05645
 881.292  2.6641e+08  2.87817e+08  1.05642
 881.114  2.66223e+08  2.87812e+08  1.05639
 880.936  2.66036e+08  2.87808e+08  1.05637
 880.758  2.65849e+08  2.87804e+08  1.05634
 880.58  2.65663e+08  2.87799e+08  1.05631
 880.402  2.65476e+08  2.87795e+08  1.05629
 880.224  2.65289e+08  2.87791e+08  1.05626
 880.046  2.65103e+08  2.87787e+08  1.05623
 879.868  2.64916e+08  2.87782e+08  1.05621
 879.69  2.6473e+08  2.87778e+08  1.05618
 879.512  2.64544e+08  2.87774e+08  1.05615
 879.334  2.64358e+08  2.8777e+08  1.05613
 879.156  2.64172e+08  2.87765e+08  1.0561
 878.978  2.63986e+08  2.87761e+08  1.05607
 878.8  2.638e+08  2.87757e+08  1.05605
 878.622  2.63614e+08  2.87753e+08  1.05602
 878.444  2.63428e+08  2.87748e+08  1.05599
 878.266  2.63243e+08  2.87744e+08  1.05597
 878.088  2.63057e+08  2.8774e+08  1.05594
 877.91  2.62872e+08  2.87736e+08  1.05591
 877.732  2.62686e+08  2.87731e+08  1.05589
 877.554  2.62501e+08  2.87727e+08  1.05586
 877.376  2.62316e+08  2.87723e+08  1.05583
 877.198  2.62131e+08  2.87719e+08  1.05581
 877.019  2.61946e+08  2.87714e+08  1.05578
 876.841  2.61761e+08  2.8771e+08  1.05575
 876.663  2.61576e+08  2.87706e+08  1.05573
 876.485  2.61391e+08  2.87702e+08  1.0557
 876.307  2.61207e+08  2.87697e+08  1.05567
 876.129  2.61022e+08  2.87693e+08  1.05565
 875.951  2.60838e+08  2.87689e+08  1.05562
 875.772  2.60653e+08  2.87685e+08  1.05559
 875.594  2.60469e+08  2.8768e+08  1.05557
 875.416  2.60285e+08  2.87676e+08  1.05554
 875.238  2.60101e+08  2.87672e+08  1.05551
 875.06  2.59917e+08  2.87668e+08  1.05549
 874.881  2.59733e+08  2.87664e+08  1.05546
 874.703  2.59549e+08  2.87659e+08  1.05544
 874.525  2.59365e+08  2.87655e+08  1.05541
 874.347  2.59182e+08  2.87651e+08  1.05538
 874.168  2.58998e+08  2.87647e+08  1.05536
 873.99  2.58814e+08  2.87643e+08  1.05533
 873.812  2.58631e+08  2.87638e+08  1.0553
 873.634  2.58448e+08  2.87634e+08  1.05528
 873.455  2.58265e+08  2.8763e+08  1.05525
 873.277  2.58081e+08  2.87626e+08  1.05522
 873.099  2.57898e+08  2.87622e+08  1.0552
 872.921  2.57715e+08  2.87617e+08  1.05517
 872.742  2.57532e+08  2.87613e+08  1.05515
 872.564  2.5735e+08  2.87609e+08  1.05512
 872.386  2.57167e+08  2.87605e+08  1.05509
 872.207  2.56984e+08  2.87601e+08  1.05507
 872.029  2.56802e+08  2.87596e+08  1.05504
 871.851  2.56619e+08  2.87592e+08  1.05501
 871.672  2.56437e+08  2.87588e+08  1.05499
 871.494  2.56255e+08  2.87584e+08  1.05496
 871.316  2.56073e+08  2.8758e+08  1.05494
 871.137  2.5589e+08  2.87575e+08  1.05491
 870.959  2.55708e+08  2.87571e+08  1.05488
 870.78  2.55527e+08  2.87567e+08  1.05486
 870.602  2.55345e+08  2.87563e+08  1.05483
 870.424  2.55163e+08  2.87559e+08  1.0548
 870.245  2.54981e+08  2.87555e+08  1.05478
 870.067  2.548e+08  2.8755e+08  1.05475
 869.888  2.54618e+08  2.87546e+08  1.05473
 869.71  2.54437e+08  2.87542e+08  1.0547
 869.531  2.54256e+08  2.87538e+08  1.05467
 869.353  2.54074e+08  2.87534e+08  1.05465
 869.175  2.53893e+08  2.8753e+08  1.05462
 868.996  2.53712e+08  2.87525e+08  1.05459
 868.818  2.53531e+08  2.87521e+08  1.05457
 868.639  2.5335e+08  2.87517e+08  1.05454
 868.461  2.5317e+08  2.87513e+08  1.05451
 868.282  2.52989e+08  2.87508e+08  1.05449
 868.104  2.52808e+08  2.87504e+08  1.05446
 867.925  2.52628e+08  2.875e+08  1.05443
 867.747  2.52447e+08  2.87496e+08  1.05441
 867.568  2.52267e+08  2.87492e+08  1.05438
 867.389  2.52087e+08  2.87487e+08  1.05435
 867.211  2.51907e+08  2.87483e+08  1.05433
 867.032  2.51727e+08  2.87479e+08  1.0543
 866.854  2.51547e+08  2.87475e+08  1.05427
 866.675  2.51367e+08  2.87471e+08  1.05425
 866.497  2.51187e+08  2.87466e+08  1.05422
 866.318  2.51007e+08  2.87462e+08  1.05419
 866.139  2.50827e+08  2.87458e+08  1.05417
 865.961  2.50648e+08  2.87454e+08  1.05414
 865.782  2.50468e+08  2.8745e+08  1.05412
 865.604  2.50289e+08  2.87445e+08  1.05409
 865.425  2.5011e+08  2.87441e+08  1.05406
 865.246  2.49931e+08  2.87437e+08  1.05404
 865.068  2.49751e+08  2.87433e+08  1.05401
 864.889  2.49572e+08  2.87429e+08  1.05398
 864.71  2.49393e+08  2.87425e+08  1.05396
 864.532  2.49215e+08  2.8742e+08  1.05393
 864.353  2.49036e+08  2.87416e+08  1.0539
 864.174  2.48857e+08  2.87412e+08  1.05388
 863.996  2.48679e+08  2.87408e+08  1.05385
 863.817  2.485e+08  2.87404e+08  1.05382
 863.638  2.48322e+08  2.874e+08  1.0538
 863.46  2.48143e+08  2.87395e+08  1.05377
 863.281  2.47965e+08  2.87391e+08  1.05375
 863.102  2.47787e+08  2.87387e+08  1.05372
 862.923  2.47609e+08  2.87383e+08  1.05369
 862.745  2.47431e+08  2.87379e+08  1.05367
 862.566  2.47253e+08  2.87375e+08  1.05364
 862.387  2.47075e+08  2.87371e+08  1.05361
 862.208  2.46897e+08  2.87366e+08  1.05359
 862.03  2.4672e+08  2.87362e+08  1.05356
 861.851  2.46542e+08  2.87358e+08  1.05354
 861.672  2.46365e+08  2.87354e+08  1.05351
 861.493  2.46187e+08  2.8735e+08  1.05348
 861.314  2.4601e+08  2.87346e+08  1.05346
 861.136  2.45833e+08  2.87342e+08  1.05343
 860.957  2.45656e+08  2.87337e+08  1.0534
 860.778  2.45479e+08  2.87333e+08  1.05338
 860.599  2.45302e+08  2.87329e+08  1.05335
 860.42  2.45125e+08  2.87325e+08  1.05333
 860.242  2.44948e+08  2.87321e+08  1.0533
 860.063  2.44771e+08  2.87317e+08  1.05327
 859.884  2.44595e+08  2.87313e+08  1.05325
 859.705  2.44418e+08  2.87309e+08  1.05322
 859.526  2.44242e+08  2.87304e+08  1.0532
 859.347  2.44065e+08  2.873e+08  1.05317
 859.168  2.43889e+08  2.87296e+08  1.05314
 858.989  2.43713e+08  2.87292e+08  1.05312
 858.81  2.43537e+08  2.87288e+08  1.05309
 858.632  2.43361e+08  2.87284e+08  1.05307
 858.453  2.43185e+08  2.8728e+08  1.05304
 858.274  2.43009e+08  2.87276e+08  1.05301
 858.095  2.42833e+08  2.87272e+08  1.05299
 857.916  2.42658e+08  2.87267e+08  1.05296
 857.737  2.42482e+08  2.87263e+08  1.05294
 857.558  2.42307e+08  2.87259e+08  1.05291
 857.379  2.42131e+08  2.87255e+08  1.05288
 857.2  2.41956e+08  2.87251e+08  1.05286
 857.021  2.41781e+08  2.87247e+08  1.05283
 856.842  2.41606e+08  2.87243e+08  1.05281
 856.663  2.4143e+08  2.87239e+08  1.05278
 856.484  2.41255e+08  2.87235e+08  1.05276
 856.305  2.41081e+08  2.87231e+08  1.05273
 856.126  2.40906e+08  2.87227e+08  1.0527
 855.947  2.40731e+08  2.87222e+08  1.05268
 855.768  2.40556e+08  2.87218e+08  1.05265
 855.589  2.40382e+08  2.87214e+08  1.05263
 855.41  2.40207e+08  2.8721e+08  1.0526
 855.231  2.40033e+08  2.87206e+08  1.05257
 855.051  2.39859e+08  2.87202e+08  1.05255
 854.872  2.39685e+08  2.87198e+08  1.05252
 854.693  2.39511e+08  2.87194e+08  1.0525
 854.514  2.39336e+08  2.8719e+08  1.05247
 854.335  2.39163e+08  2.87186e+08  1.05245
 854.156  2.38989e+08  2.87182e+08  1.05242
 853.977  2.38815e+08  2.87178e+08  1.05239
 853.798  2.38641e+08  2.87174e+08  1.05237
 853.619  2.38468e+08  2.8717e+08  1.05234
 853.439  2.38294e+08  2.87166e+08  1.05232
 853.26  2.38121e+08  2.87161e+08  1.05229
 853.081  2.37947e+08  2.87157e+08  1.05227
 852.902  2.37774e+08  2.87153e+08  1.05224
 852.723  2.37601e+08  2.87149e+08  1.05222
 852.544  2.37428e+08  2.87145e+08  1.05219
 852.364  2.37255e+08  2.87141e+08  1.05216
 852.185  2.37082e+08  2.87137e+08  1.05214
 852.006  2.36909e+08  2.87133e+08  1.05211
 851.827  2.36736e+08  2.87129e+08  1.05209
 851.648  2.36564e+08  2.87125e+08  1.05206
 851.468  2.36391e+08  2.87121e+08  1.05204
 851.289  2.36219e+08  2.87117e+08  1.05201
 851.11  2.36046e+08  2.87113e+08  1.05199
 850.931  2.35874e+08  2.87109e+08  1.05196
 850.751  2.35702e+08  2.87105e+08  1.05194
 850.572  2.3553e+08  2.87101e+08  1.05191
 850.393  2.35358e+08  2.87097e+08  1.05188
 850.214  2.35186e+08  2.87093e+08  1.05186
 850.034  2.35014e+08  2.87089e+08  1.05183
 849.855  2.34842e+08  2.87085e+08  1.05181
 849.676  2.3467e+08  2.87081e+08  1.05178
 849.496  2.34498e+08  2.87077e+08  1.05176
 849.317  2.34327e+08  2.87073e+08  1.05173
 849.138  2.34155e+08  2.87069e+08  1.05171
 848.958  2.33984e+08  2.87065e+08  1.05168
 848.779  2.33813e+08  2.8706e+08  1.05165
 848.6  2.33642e+08  2.87056e+08  1.05163
 848.42  2.3347e+08  2.87052e+08  1.0516
 848.241  2.33299e+08  2.87048e+08  1.05158
 848.062  2.33128e+08  2.87044e+08  1.05155
 847.882  2.32958e+08  2.8704e+08  1.05152
 847.703  2.32787e+08  2.87036e+08  1.0515
 847.524  2.32616e+08  2.87032e+08  1.05147
 847.344  2.32446e+08  2.87028e+08  1.05145
 847.165  2.32275e+08  2.87024e+08  1.05142
 846.985  2.32105e+08  2.8702e+08  1.05139
 846.806  2.31934e+08  2.87016e+08  1.05137
 846.626  2.31764e+08  2.87012e+08  1.05134
 846.447  2.31594e+08  2.87008e+08  1.05132
 846.268  2.31424e+08  2.87004e+08  1.05129
 846.088  2.31254e+08  2.87e+08  1.05126
 845.909  2.31084e+08  2.86996e+08  1.05124
 845.729  2.30914e+08  2.86992e+08  1.05121
 845.55  2.30744e+08  2.86988e+08  1.05119
 845.37  2.30574e+08  2.86984e+08  1.05116
 845.191  2.30405e+08  2.8698e+08  1.05114
 845.011  2.30235e+08  2.86976e+08  1.05111
 844.832  2.30066e+08  2.86971e+08  1.05108
 844.652  2.29897e+08  2.86967e+08  1.05106
 844.473  2.29727e+08  2.86963e+08  1.05103
 844.293  2.29558e+08  2.86959e+08  1.05101
 844.114  2.29389e+08  2.86955e+08  1.05098
 843.934  2.2922e+08  2.86951e+08  1.05095
 843.755  2.29051e+08  2.86947e+08  1.05093
 843.575  2.28882e+08  2.86943e+08  1.0509
 843.395  2.28713e+08  2.86939e+08  1.05088
 843.216  2.28545e+08  2.86935e+08  1.05085
 843.036  2.28376e+08  2.86931e+08  1.05083
 842.857  2.28208e+08  2.86927e+08  1.0508
 842.677  2.28039e+08  2.86923e+08  1.05078
 842.497  2.27871e+08  2.86919e+08  1.05075
 842.318  2.27703e+08  2.86915e+08  1.05072
 842.138  2.27535e+08  2.86911e+08  1.0507
 841.959  2.27367e+08  2.86907e+08  1.05067
 841.779  2.27199e+08  2.86903e+08  1.05065
 841.599  2.27031e+08  2.86899e+08  1.05062
 841.42  2.26863e+08  2.86895e+08  1.0506
 841.24  2.26695e+08  2.86891e+08  1.05057
 841.06  2.26527e+08  2.86887e+08  1.05055
 840.881  2.2636e+08  2.86883e+08  1.05052
 840.701  2.26192e+08  2.86879e+08  1.05049
 840.521  2.26025e+08  2.86875e+08  1.05047
 840.342  2.25858e+08  2.86871e+08  1.05044
 840.162  2.2569e+08  2.86868e+08  1.05042
 839.982  2.25523e+08  2.86864e+08  1.05039
 839.802  2.25356e+08  2.8686e+08  1.05037
 839.623  2.25189e+08  2.86856e+08  1.05034
 839.443  2.25022e+08  2.86852e+08  1.05032
 839.263  2.24855e+08  2.86848e+08  1.05029
 839.084  2.24689e+08  2.86844e+08  1.05027
 838.904  2.24522e+08  2.8684e+08  1.05024
 838.724  2.24356e+08  2.86836e+08  1.05022
 838.544  2.24189e+08  2.86832e+08  1.05019
 838.364  2.24023e+08  2.86828e+08  1.05017
 838.185  2.23856e+08  2.86824e+08  1.05014
 838.005  2.2369e+08  2.8682e+08  1.05011
 837.825  2.23524e+08  2.86816e+08  1.05009
 837.645  2.23358e+08  2.86812e+08  1.05006
 837.465  2.23192e+08  2.86808e+08  1.05004
 837.286  2.23026e+08  2.86804e+08  1.05001
 837.106  2.2286e+08  2.868e+08  1.04999
 836.926  2.22694e+08  2.86796e+08  1.04996
 836.746  2.22529e+08  2.86792e+08  1.04994
 836.566  2.22363e+08  2.86788e+08  1.04991
 836.386  2.22198e+08  2.86784e+08  1.04989
 836.207  2.22032e+08  2.86781e+08  1.04986
 836.027  2.21867e+08  2.86777e+08  1.04984
 835.847  2.21702e+08  2.86773e+08  1.04981
 835.667  2.21537e+08  2.86769e+08  1.04979
 835.487  2.21372e+08  2.86765e+08  1.04976
 835.307  2.21207e+08  2.86761e+08  1.04974
 835.127  2.21042e+08  2.86757e+08  1.04971
 834.947  2.20877e+08  2.86753e+08  1.04969
 834.767  2.20712e+08  2.86749e+08  1.04966
 834.587  2.20548e+08  2.86745e+08  1.04964
 834.407  2.20383e+08  2.86741e+08  1.04961
 834.227  2.20219e+08  2.86737e+08  1.04959
 834.048  2.20054e+08  2.86733e+08  1.04956
 833.868  2.1989e+08  2.8673e+08  1.04954
 833.688  2.19726e+08  2.86726e+08  1.04951
 833.508  2.19562e+08  2.86722e+08  1.04949
 833.328  2.19398e+08  2.86718e+08  1.04946
 833.148  2.19234e+08  2.86714e+08  1.04944
 832.968  2.1907e+08  2.8671e+08  1.04941
 832.788  2.18906e+08  2.86706e+08  1.04939
 832.608  2.18742e+08  2.86702e+08  1.04936
 832.428  2.18579e+08  2.86698e+08  1.04934
 832.248  2.18415e+08  2.86694e+08  1.04931
 832.067  2.18251e+08  2.86691e+08  1.04929
 831.887  2.18088e+08  2.86687e+08  1.04926
 831.707  2.17925e+08  2.86683e+08  1.04924
 831.527  2.17762e+08  2.86679e+08  1.04921
 831.347  2.17598e+08  2.86675e+08  1.04919
 831.167  2.17435e+08  2.86671e+08  1.04916
 830.987  2.17272e+08  2.86667e+08  1.04914
 830.807  2.1711e+08  2.86663e+08  1.04911
 830.627  2.16947e+08  2.86659e+08  1.04909
 830.447  2.16784e+08  2.86656e+08  1.04907
 830.267  2.16621e+08  2.86652e+08  1.04904
 830.087  2.16459e+08  2.86648e+08  1.04902
 829.906  2.16296e+08  2.86644e+08  1.04899
 829.726  2.16134e+08  2.8664e+08  1.04897
 829.546  2.15972e+08  2.86636e+08  1.04894
 829.366  2.15809e+08  2.86632e+08  1.04892
 829.186  2.15647e+08  2.86629e+08  1.04889
 829.006  2.15485e+08  2.86625e+08  1.04887
 828.826  2.15323e+08  2.86621e+08  1.04884
 828.645  2.15161e+08  2.86617e+08  1.04882
 828.465  2.14999e+08  2.86613e+08  1.04879
 828.285  2.14838e+08  2.86609e+08  1.04877
 828.105  2.14676e+08  2.86605e+08  1.04874
 827.925  2.14515e+08  2.86601e+08  1.04872
 827.744  2.14353e+08  2.86597e+08  1.04869
 827.564  2.14192e+08  2.86594e+08  1.04867
 827.384  2.1403e+08  2.8659e+08  1.04864
 827.204  2.13869e+08  2.86586e+08  1.04862
 827.023  2.13708e+08  2.86582e+08  1.04859
 826.843  2.13547e+08  2.86578e+08  1.04857
 826.663  2.13386e+08  2.86574e+08  1.04854
 826.483  2.13225e+08  2.8657e+08  1.04852
 826.302  2.13064e+08  2.86566e+08  1.04849
 826.122  2.12903e+08  2.86562e+08  1.04847
 825.942  2.12743e+08  2.86559e+08  1.04844
 825.761  2.12582e+08  2.86555e+08  1.04841
 825.581  2.12422e+08  2.86551e+08  1.04839
 825.401  2.12261e+08  2.86547e+08  1.04836
 825.221  2.12101e+08  2.86543e+08  1.04834
 825.04  2.11941e+08  2.86539e+08  1.04831
 824.86  2.11781e+08  2.86535e+08  1.04829
 824.679  2.1162e+08  2.86531e+08  1.04826
 824.499  2.1146e+08  2.86528e+08  1.04824
 824.319  2.11301e+08  2.86524e+08  1.04821
 824.138  2.11141e+08  2.8652e+08  1.04819
 823.958  2.10981e+08  2.86516e+08  1.04816
 823.778  2.10821e+08  2.86512e+08  1.04814
 823.597  2.10662e+08  2.86508e+08  1.04811
 823.417  2.10502e+08  2.86504e+08  1.04809
 823.236  2.10343e+08  2.865e+08  1.04806
 823.056  2.10183e+08  2.86497e+08  1.04804
 822.876  2.10024e+08  2.86493e+08  1.04801
 822.695  2.09865e+08  2.86489e+08  1.04799
 822.515  2.09706e+08  2.86485e+08  1.04796
 822.334  2.09547e+08  2.86481e+08  1.04794
 822.154  2.09388e+08  2.86477e+08  1.04791
 821.973  2.09229e+08  2.86474e+08  1.04789
 821.793  2.0907e+08  2.8647e+08  1.04786
 821.613  2.08912e+08  2.86466e+08  1.04784
 821.432  2.08753e+08  2.86462e+08  1.04781
 821.252  2.08595e+08  2.86458e+08  1.04779
 821.071  2.08436e+08  2.86454e+08  1.04776
 820.891  2.08278e+08  2.86451e+08  1.04774
 820.71  2.08119e+08  2.86447e+08  1.04771
 820.53  2.07961e+08  2.86443e+08  1.04769
 820.349  2.07803e+08  2.86439e+08  1.04767
 820.168  2.07645e+08  2.86435e+08  1.04764
 819.988  2.07487e+08  2.86431e+08  1.04762
 819.807  2.07329e+08  2.86428e+08  1.04759
 819.627  2.07171e+08  2.86424e+08  1.04757
 819.446  2.07014e+08  2.8642e+08  1.04754
 819.266  2.06856e+08  2.86416e+08  1.04752
 819.085  2.06699e+08  2.86412e+08  1.04749
 818.905  2.06541e+08  2.86408e+08  1.04747
 818.724  2.06384e+08  2.86405e+08  1.04744
 818.543  2.06226e+08  2.86401e+08  1.04742
 818.363  2.06069e+08  2.86397e+08  1.04739
 818.182  2.05912e+08  2.86393e+08  1.04737
 818.002  2.05755e+08  2.86389e+08  1.04734
 817.821  2.05598e+08  2.86386e+08  1.04732
 817.64  2.05441e+08  2.86382e+08  1.04729
 817.46  2.05284e+08  2.86378e+08  1.04727
 817.279  2.05128e+08  2.86374e+08  1.04725
 817.098  2.04971e+08  2.8637e+08  1.04722
 816.918  2.04814e+08  2.86367e+08  1.0472
 816.737  2.04658e+08  2.86363e+08  1.04717
 816.556  2.04502e+08  2.86359e+08  1.04715
 816.376  2.04345e+08  2.86355e+08  1.04712
 816.195  2.04189e+08  2.86352e+08  1.0471
 816.014  2.04033e+08  2.86348e+08  1.04707
 815.834  2.03877e+08  2.86344e+08  1.04705
 815.653  2.03721e+08  2.8634e+08  1.04702
 815.472  2.03565e+08  2.86336e+08  1.047
 815.291  2.03409e+08  2.86333e+08  1.04698
 815.111  2.03253e+08  2.86329e+08  1.04695
 814.93  2.03098e+08  2.86325e+08  1.04693
 814.749  2.02942e+08  2.86321e+08  1.0469
 814.568  2.02786e+08  2.86318e+08  1.04688
 814.388  2.02631e+08  2.86314e+08  1.04685
 814.207  2.02476e+08  2.8631e+08  1.04683
 814.026  2.0232e+08  2.86306e+08  1.04681
 813.845  2.02165e+08  2.86303e+08  1.04678
 813.665  2.0201e+08  2.86299e+08  1.04676
 813.484  2.01855e+08  2.86295e+08  1.04673
 813.303  2.017e+08  2.86291e+08  1.04671
 813.122  2.01545e+08  2.86287e+08  1.04668
 812.941  2.01391e+08  2.86284e+08  1.04666
 812.761  2.01236e+08  2.8628e+08  1.04664
 812.58  2.01081e+08  2.86276e+08  1.04661
 812.399  2.00927e+08  2.86273e+08  1.04659
 812.218  2.00772e+08  2.86269e+08  1.04656
 812.037  2.00618e+08  2.86265e+08  1.04654
 811.856  2.00464e+08  2.86261e+08  1.04651
 811.675  2.00309e+08  2.86258e+08  1.04649
 811.495  2.00155e+08  2.86254e+08  1.04647
 811.314  2.00001e+08  2.8625e+08  1.04644
 811.133  1.99847e+08  2.86246e+08  1.04642
 810.952  1.99693e+08  2.86243e+08  1.04639
 810.771  1.99539e+08  2.86239e+08  1.04637
 810.59  1.99386e+08  2.86235e+08  1.04635
 810.409  1.99232e+08  2.86231e+08  1.04632
