# TEM     PRE          CP           Z
 2047.7  6.2542e+09  3.26012e+08  1.44374
 2047.59  6.25281e+09  3.26009e+08  1.44368
 2047.48  6.25143e+09  3.26006e+08  1.44362
 2047.37  6.25005e+09  3.26003e+08  1.44356
 2047.26  6.24867e+09  3.26e+08  1.44349
 2047.15  6.24728e+09  3.25997e+08  1.44343
 2047.04  6.2459e+09  3.25994e+08  1.44337
 2046.93  6.24452e+09  3.25991e+08  1.44331
 2046.82  6.24314e+09  3.25988e+08  1.44325
 2046.71  6.24176e+09  3.25984e+08  1.44319
 2046.6  6.24038e+09  3.25981e+08  1.44313
 2046.49  6.23899e+09  3.25978e+08  1.44307
 2046.38  6.23761e+09  3.25975e+08  1.443
 2046.27  6.23623e+09  3.25972e+08  1.44294
 2046.16  6.23485e+09  3.25969e+08  1.44288
 2046.05  6.23347e+09  3.25966e+08  1.44282
 2045.94  6.23209e+09  3.25963e+08  1.44276
 2045.84  6.23071e+09  3.2596e+08  1.4427
 2045.73  6.22933e+09  3.25957e+08  1.44264
 2045.62  6.22795e+09  3.25953e+08  1.44258
 2045.51  6.22657e+09  3.2595e+08  1.44252
 2045.4  6.22519e+09  3.25947e+08  1.44245
 2045.29  6.22381e+09  3.25944e+08  1.44239
 2045.18  6.22243e+09  3.25941e+08  1.44233
 2045.07  6.22105e+09  3.25938e+08  1.44227
 2044.96  6.21968e+09  3.25935e+08  1.44221
 2044.85  6.2183e+09  3.25932e+08  1.44215
 2044.74  6.21692e+09  3.25929e+08  1.44209
 2044.63  6.21554e+09  3.25926e+08  1.44203
 2044.52  6.21416e+09  3.25923e+08  1.44197
 2044.41  6.21278e+09  3.25919e+08  1.4419
 2044.3  6.21141e+09  3.25916e+08  1.44184
 2044.19  6.21003e+09  3.25913e+08  1.44178
 2044.08  6.20865e+09  3.2591e+08  1.44172
 2043.97  6.20727e+09  3.25907e+08  1.44166
 2043.86  6.2059e+09  3.25904e+08  1.4416
 2043.75  6.20452e+09  3.25901e+08  1.44154
 2043.64  6.20314e+09  3.25898e+08  1.44148
 2043.53  6.20177e+09  3.25895e+08  1.44142
 2043.42  6.20039e+09  3.25892e+08  1.44136
 2043.31  6.19901e+09  3.25889e+08  1.44129
 2043.2  6.19764e+09  3.25885e+08  1.44123
 2043.09  6.19626e+09  3.25882e+08  1.44117
 2042.98  6.19489e+09  3.25879e+08  1.44111
 2042.87  6.19351e+09  3.25876e+08  1.44105
 2042.76  6.19214e+09  3.25873e+08  1.44099
 2042.65  6.19076e+09  3.2587e+08  1.44093
 2042.54  6.18939e+09  3.25867e+08  1.44087
 2042.43  6.18801e+09  3.25864e+08  1.44081
 2042.32  6.18664e+09  3.25861e+08  1.44075
 2042.21  6.18526e+09  3.25858e+08  1.44069
 2042.1  6.18389e+09  3.25855e+08  1.44062
 2041.99  6.18251e+09  3.25852e+08  1.44056
 2041.88  6.18114e+09  3.25849e+08  1.4405
 2041.77  6.17976e+09  3.25845e+08  1.44044
 2041.66  6.17839e+09  3.25842e+08  1.44038
 2041.55  6.17702e+09  3.25839e+08  1.44032
 2041.44  6.17564e+09  3.25836e+08  1.44026
 2041.33  6.17427e+09  3.25833e+08  1.4402
 2041.22  6.1729e+09  3.2583e+08  1.44014
 2041.11  6.17153e+09  3.25827e+08  1.44008
 2041  6.17015e+09  3.25824e+08  1.44002
 2040.89  6.16878e+09  3.25821e+08  1.43996
 2040.78  6.16741e+09  3.25818e+08  1.4399
 2040.67  6.16604e+09  3.25815e+08  1.43983
 2040.56  6.16466e+09  3.25812e+08  1.43977
 2040.45  6.16329e+09  3.25809e+08  1.43971
 2040.34  6.16192e+09  3.25805e+08  1.43965
 2040.23  6.16055e+09  3.25802e+08  1.43959
 2040.12  6.15918e+09  3.25799e+08  1.43953
 2040.01  6.15781e+09  3.25796e+08  1.43947
 2039.9  6.15644e+09  3.25793e+08  1.43941
 2039.79  6.15507e+09  3.2579e+08  1.43935
 2039.68  6.1537e+09  3.25787e+08  1.43929
 2039.57  6.15233e+09  3.25784e+08  1.43923
 2039.46  6.15096e+09  3.25781e+08  1.43917
 2039.35  6.14959e+09  3.25778e+08  1.43911
 2039.24  6.14822e+09  3.25775e+08  1.43905
 2039.13  6.14685e+09  3.25772e+08  1.43898
 2039.02  6.14548e+09  3.25769e+08  1.43892
 2038.91  6.14411e+09  3.25766e+08  1.43886
 2038.8  6.14274e+09  3.25763e+08  1.4388
 2038.69  6.14137e+09  3.25759e+08  1.43874
 2038.58  6.14e+09  3.25756e+08  1.43868
 2038.47  6.13863e+09  3.25753e+08  1.43862
 2038.36  6.13726e+09  3.2575e+08  1.43856
 2038.25  6.13589e+09  3.25747e+08  1.4385
 2038.14  6.13453e+09  3.25744e+08  1.43844
 2038.03  6.13316e+09  3.25741e+08  1.43838
 2037.92  6.13179e+09  3.25738e+08  1.43832
 2037.81  6.13042e+09  3.25735e+08  1.43826
 2037.7  6.12906e+09  3.25732e+08  1.4382
 2037.59  6.12769e+09  3.25729e+08  1.43814
 2037.48  6.12632e+09  3.25726e+08  1.43808
 2037.37  6.12496e+09  3.25723e+08  1.43802
 2037.26  6.12359e+09  3.2572e+08  1.43795
 2037.15  6.12222e+09  3.25717e+08  1.43789
 2037.03  6.12086e+09  3.25714e+08  1.43783
 2036.92  6.11949e+09  3.25711e+08  1.43777
 2036.81  6.11812e+09  3.25708e+08  1.43771
 2036.7  6.11676e+09  3.25704e+08  1.43765
 2036.59  6.11539e+09  3.25701e+08  1.43759
 2036.48  6.11403e+09  3.25698e+08  1.43753
 2036.37  6.11266e+09  3.25695e+08  1.43747
 2036.26  6.1113e+09  3.25692e+08  1.43741
 2036.15  6.10993e+09  3.25689e+08  1.43735
 2036.04  6.10857e+09  3.25686e+08  1.43729
 2035.93  6.1072e+09  3.25683e+08  1.43723
 2035.82  6.10584e+09  3.2568e+08  1.43717
 2035.71  6.10447e+09  3.25677e+08  1.43711
 2035.6  6.10311e+09  3.25674e+08  1.43705
 2035.49  6.10175e+09  3.25671e+08  1.43699
 2035.38  6.10038e+09  3.25668e+08  1.43693
 2035.27  6.09902e+09  3.25665e+08  1.43687
 2035.16  6.09765e+09  3.25662e+08  1.43681
 2035.05  6.09629e+09  3.25659e+08  1.43675
 2034.94  6.09493e+09  3.25656e+08  1.43669
 2034.83  6.09357e+09  3.25653e+08  1.43663
 2034.72  6.0922e+09  3.25649e+08  1.43656
 2034.61  6.09084e+09  3.25646e+08  1.4365
 2034.5  6.08948e+09  3.25643e+08  1.43644
 2034.39  6.08812e+09  3.2564e+08  1.43638
 2034.28  6.08675e+09  3.25637e+08  1.43632
 2034.17  6.08539e+09  3.25634e+08  1.43626
 2034.06  6.08403e+09  3.25631e+08  1.4362
 2033.95  6.08267e+09  3.25627e+08  1.43614
 2033.83  6.08131e+09  3.25624e+08  1.43608
 2033.72  6.07995e+09  3.25621e+08  1.43602
 2033.61  6.07859e+09  3.25618e+08  1.43595
 2033.5  6.07722e+09  3.25615e+08  1.43589
 2033.39  6.07586e+09  3.25612e+08  1.43583
 2033.28  6.0745e+09  3.25609e+08  1.43577
 2033.17  6.07314e+09  3.25605e+08  1.43571
 2033.06  6.07178e+09  3.25602e+08  1.43565
 2032.95  6.07042e+09  3.25599e+08  1.43559
 2032.84  6.06906e+09  3.25596e+08  1.43553
 2032.73  6.0677e+09  3.25593e+08  1.43547
 2032.62  6.06634e+09  3.2559e+08  1.43541
 2032.51  6.06499e+09  3.25587e+08  1.43534
 2032.4  6.06363e+09  3.25584e+08  1.43528
 2032.29  6.06227e+09  3.2558e+08  1.43522
 2032.18  6.06091e+09  3.25577e+08  1.43516
 2032.07  6.05955e+09  3.25574e+08  1.4351
 2031.96  6.05819e+09  3.25571e+08  1.43504
 2031.85  6.05683e+09  3.25568e+08  1.43498
 2031.74  6.05548e+09  3.25565e+08  1.43492
 2031.62  6.05412e+09  3.25562e+08  1.43486
 2031.51  6.05276e+09  3.25558e+08  1.4348
 2031.4  6.0514e+09  3.25555e+08  1.43474
 2031.29  6.05005e+09  3.25552e+08  1.43468
 2031.18  6.04869e+09  3.25549e+08  1.43461
 2031.07  6.04733e+09  3.25546e+08  1.43455
 2030.96  6.04597e+09  3.25543e+08  1.43449
 2030.85  6.04462e+09  3.2554e+08  1.43443
 2030.74  6.04326e+09  3.25537e+08  1.43437
 2030.63  6.0419e+09  3.25533e+08  1.43431
 2030.52  6.04055e+09  3.2553e+08  1.43425
 2030.41  6.03919e+09  3.25527e+08  1.43419
 2030.3  6.03784e+09  3.25524e+08  1.43413
 2030.19  6.03648e+09  3.25521e+08  1.43407
 2030.08  6.03513e+09  3.25518e+08  1.43401
 2029.97  6.03377e+09  3.25515e+08  1.43395
 2029.85  6.03242e+09  3.25512e+08  1.43389
 2029.74  6.03106e+09  3.25508e+08  1.43382
 2029.63  6.02971e+09  3.25505e+08  1.43376
 2029.52  6.02835e+09  3.25502e+08  1.4337
 2029.41  6.027e+09  3.25499e+08  1.43364
 2029.3  6.02564e+09  3.25496e+08  1.43358
 2029.19  6.02429e+09  3.25493e+08  1.43352
 2029.08  6.02293e+09  3.2549e+08  1.43346
 2028.97  6.02158e+09  3.25487e+08  1.4334
 2028.86  6.02023e+09  3.25483e+08  1.43334
 2028.75  6.01887e+09  3.2548e+08  1.43328
 2028.64  6.01752e+09  3.25477e+08  1.43322
 2028.53  6.01617e+09  3.25474e+08  1.43316
 2028.42  6.01482e+09  3.25471e+08  1.4331
 2028.31  6.01346e+09  3.25468e+08  1.43304
 2028.19  6.01211e+09  3.25465e+08  1.43298
 2028.08  6.01076e+09  3.25462e+08  1.43292
 2027.97  6.00941e+09  3.25458e+08  1.43285
 2027.86  6.00805e+09  3.25455e+08  1.43279
 2027.75  6.0067e+09  3.25452e+08  1.43273
 2027.64  6.00535e+09  3.25449e+08  1.43267
 2027.53  6.004e+09  3.25446e+08  1.43261
 2027.42  6.00265e+09  3.25443e+08  1.43255
 2027.31  6.0013e+09  3.2544e+08  1.43249
 2027.2  5.99995e+09  3.25437e+08  1.43243
 2027.09  5.99859e+09  3.25434e+08  1.43237
 2026.98  5.99724e+09  3.2543e+08  1.43231
 2026.86  5.99589e+09  3.25427e+08  1.43225
 2026.75  5.99454e+09  3.25424e+08  1.43219
 2026.64  5.99319e+09  3.25421e+08  1.43213
 2026.53  5.99184e+09  3.25418e+08  1.43207
 2026.42  5.99049e+09  3.25415e+08  1.43201
 2026.31  5.98914e+09  3.25412e+08  1.43195
 2026.2  5.9878e+09  3.25409e+08  1.43189
 2026.09  5.98645e+09  3.25406e+08  1.43183
 2025.98  5.9851e+09  3.25402e+08  1.43177
 2025.87  5.98375e+09  3.25399e+08  1.43171
 2025.76  5.9824e+09  3.25396e+08  1.43164
 2025.65  5.98105e+09  3.25393e+08  1.43158
 2025.53  5.9797e+09  3.2539e+08  1.43152
 2025.42  5.97835e+09  3.25387e+08  1.43146
 2025.31  5.97701e+09  3.25384e+08  1.4314
 2025.2  5.97566e+09  3.25381e+08  1.43134
 2025.09  5.97431e+09  3.25378e+08  1.43128
 2024.98  5.97296e+09  3.25375e+08  1.43122
 2024.87  5.97162e+09  3.25371e+08  1.43116
 2024.76  5.97027e+09  3.25368e+08  1.4311
 2024.65  5.96892e+09  3.25365e+08  1.43104
 2024.54  5.96758e+09  3.25362e+08  1.43098
 2024.42  5.96623e+09  3.25359e+08  1.43092
 2024.31  5.96488e+09  3.25356e+08  1.43086
 2024.2  5.96354e+09  3.25353e+08  1.4308
 2024.09  5.96219e+09  3.2535e+08  1.43074
 2023.98  5.96084e+09  3.25347e+08  1.43068
 2023.87  5.9595e+09  3.25344e+08  1.43062
 2023.76  5.95815e+09  3.2534e+08  1.43056
 2023.65  5.95681e+09  3.25337e+08  1.4305
 2023.54  5.95546e+09  3.25334e+08  1.43044
 2023.43  5.95412e+09  3.25331e+08  1.43038
 2023.31  5.95277e+09  3.25328e+08  1.43032
 2023.2  5.95143e+09  3.25325e+08  1.43026
 2023.09  5.95008e+09  3.25322e+08  1.4302
 2022.98  5.94874e+09  3.25319e+08  1.43014
 2022.87  5.94739e+09  3.25316e+08  1.43008
 2022.76  5.94605e+09  3.25313e+08  1.43002
 2022.65  5.94471e+09  3.2531e+08  1.42996
 2022.54  5.94336e+09  3.25306e+08  1.4299
 2022.43  5.94202e+09  3.25303e+08  1.42984
 2022.32  5.94068e+09  3.253e+08  1.42978
 2022.2  5.93933e+09  3.25297e+08  1.42972
 2022.09  5.93799e+09  3.25294e+08  1.42966
 2021.98  5.93665e+09  3.25291e+08  1.4296
 2021.87  5.9353e+09  3.25288e+08  1.42953
 2021.76  5.93396e+09  3.25285e+08  1.42947
 2021.65  5.93262e+09  3.25281e+08  1.42941
 2021.54  5.93128e+09  3.25278e+08  1.42935
 2021.43  5.92994e+09  3.25275e+08  1.42929
 2021.32  5.92859e+09  3.25272e+08  1.42923
 2021.2  5.92725e+09  3.25269e+08  1.42917
 2021.09  5.92591e+09  3.25265e+08  1.42911
 2020.98  5.92457e+09  3.25262e+08  1.42905
 2020.87  5.92323e+09  3.25259e+08  1.42899
 2020.76  5.92189e+09  3.25256e+08  1.42893
 2020.65  5.92055e+09  3.25253e+08  1.42887
 2020.54  5.91921e+09  3.25249e+08  1.4288
 2020.43  5.91787e+09  3.25246e+08  1.42874
 2020.31  5.91653e+09  3.25243e+08  1.42868
 2020.2  5.91519e+09  3.2524e+08  1.42862
 2020.09  5.91385e+09  3.25237e+08  1.42856
 2019.98  5.91251e+09  3.25234e+08  1.4285
 2019.87  5.91117e+09  3.2523e+08  1.42844
 2019.76  5.90983e+09  3.25227e+08  1.42838
 2019.65  5.90849e+09  3.25224e+08  1.42832
 2019.54  5.90715e+09  3.25221e+08  1.42826
 2019.42  5.90581e+09  3.25218e+08  1.4282
 2019.31  5.90447e+09  3.25214e+08  1.42814
 2019.2  5.90313e+09  3.25211e+08  1.42808
 2019.09  5.9018e+09  3.25208e+08  1.42802
 2018.98  5.90046e+09  3.25205e+08  1.42795
 2018.87  5.89912e+09  3.25202e+08  1.42789
 2018.76  5.89778e+09  3.25199e+08  1.42783
 2018.65  5.89644e+09  3.25195e+08  1.42777
 2018.53  5.89511e+09  3.25192e+08  1.42771
 2018.42  5.89377e+09  3.25189e+08  1.42765
 2018.31  5.89243e+09  3.25186e+08  1.42759
 2018.2  5.8911e+09  3.25183e+08  1.42753
 2018.09  5.88976e+09  3.2518e+08  1.42747
 2017.98  5.88842e+09  3.25176e+08  1.42741
 2017.87  5.88709e+09  3.25173e+08  1.42735
 2017.75  5.88575e+09  3.2517e+08  1.42729
 2017.64  5.88441e+09  3.25167e+08  1.42723
 2017.53  5.88308e+09  3.25164e+08  1.42717
 2017.42  5.88174e+09  3.2516e+08  1.42711
 2017.31  5.88041e+09  3.25157e+08  1.42705
 2017.2  5.87907e+09  3.25154e+08  1.42698
 2017.09  5.87774e+09  3.25151e+08  1.42692
 2016.98  5.8764e+09  3.25148e+08  1.42686
 2016.86  5.87507e+09  3.25145e+08  1.4268
 2016.75  5.87373e+09  3.25141e+08  1.42674
 2016.64  5.8724e+09  3.25138e+08  1.42668
 2016.53  5.87106e+09  3.25135e+08  1.42662
 2016.42  5.86973e+09  3.25132e+08  1.42656
 2016.31  5.8684e+09  3.25129e+08  1.4265
 2016.2  5.86706e+09  3.25126e+08  1.42644
 2016.08  5.86573e+09  3.25122e+08  1.42638
 2015.97  5.86439e+09  3.25119e+08  1.42632
 2015.86  5.86306e+09  3.25116e+08  1.42626
 2015.75  5.86173e+09  3.25113e+08  1.4262
 2015.64  5.86039e+09  3.2511e+08  1.42614
 2015.53  5.85906e+09  3.25107e+08  1.42608
 2015.41  5.85773e+09  3.25103e+08  1.42602
 2015.3  5.8564e+09  3.251e+08  1.42596
 2015.19  5.85506e+09  3.25097e+08  1.4259
 2015.08  5.85373e+09  3.25094e+08  1.42584
 2014.97  5.8524e+09  3.25091e+08  1.42578
 2014.86  5.85107e+09  3.25088e+08  1.42572
 2014.75  5.84974e+09  3.25084e+08  1.42566
 2014.63  5.84841e+09  3.25081e+08  1.42559
 2014.52  5.84708e+09  3.25078e+08  1.42553
 2014.41  5.84574e+09  3.25075e+08  1.42547
 2014.3  5.84441e+09  3.25072e+08  1.42541
 2014.19  5.84308e+09  3.25069e+08  1.42535
 2014.08  5.84175e+09  3.25066e+08  1.42529
 2013.96  5.84042e+09  3.25062e+08  1.42523
 2013.85  5.83909e+09  3.25059e+08  1.42517
 2013.74  5.83776e+09  3.25056e+08  1.42511
 2013.63  5.83643e+09  3.25053e+08  1.42505
 2013.52  5.8351e+09  3.2505e+08  1.42499
 2013.41  5.83377e+09  3.25047e+08  1.42493
 2013.3  5.83244e+09  3.25043e+08  1.42487
 2013.18  5.83111e+09  3.2504e+08  1.42481
 2013.07  5.82979e+09  3.25037e+08  1.42475
 2012.96  5.82846e+09  3.25034e+08  1.42469
 2012.85  5.82713e+09  3.25031e+08  1.42463
 2012.74  5.8258e+09  3.25028e+08  1.42457
 2012.63  5.82447e+09  3.25025e+08  1.42451
 2012.51  5.82314e+09  3.25021e+08  1.42445
 2012.4  5.82182e+09  3.25018e+08  1.42439
 2012.29  5.82049e+09  3.25015e+08  1.42433
 2012.18  5.81916e+09  3.25012e+08  1.42427
 2012.07  5.81783e+09  3.25009e+08  1.42421
 2011.96  5.81651e+09  3.25006e+08  1.42415
 2011.84  5.81518e+09  3.25002e+08  1.42409
 2011.73  5.81385e+09  3.24999e+08  1.42403
 2011.62  5.81252e+09  3.24996e+08  1.42397
 2011.51  5.8112e+09  3.24993e+08  1.42391
 2011.4  5.80987e+09  3.2499e+08  1.42385
 2011.29  5.80855e+09  3.24987e+08  1.42379
 2011.17  5.80722e+09  3.24984e+08  1.42373
 2011.06  5.80589e+09  3.2498e+08  1.42367
 2010.95  5.80457e+09  3.24977e+08  1.42361
 2010.84  5.80324e+09  3.24974e+08  1.42355
 2010.73  5.80192e+09  3.24971e+08  1.42349
 2010.61  5.80059e+09  3.24968e+08  1.42343
 2010.5  5.79927e+09  3.24965e+08  1.42337
 2010.39  5.79794e+09  3.24962e+08  1.42331
 2010.28  5.79662e+09  3.24958e+08  1.42325
 2010.17  5.79529e+09  3.24955e+08  1.42319
 2010.06  5.79397e+09  3.24952e+08  1.42313
 2009.94  5.79265e+09  3.24949e+08  1.42307
 2009.83  5.79132e+09  3.24946e+08  1.42301
 2009.72  5.79e+09  3.24943e+08  1.42295
 2009.61  5.78867e+09  3.2494e+08  1.42289
 2009.5  5.78735e+09  3.24936e+08  1.42283
 2009.38  5.78603e+09  3.24933e+08  1.42277
 2009.27  5.7847e+09  3.2493e+08  1.42271
 2009.16  5.78338e+09  3.24927e+08  1.42265
 2009.05  5.78206e+09  3.24924e+08  1.42259
 2008.94  5.78074e+09  3.24921e+08  1.42253
 2008.83  5.77941e+09  3.24917e+08  1.42247
 2008.71  5.77809e+09  3.24914e+08  1.42241
 2008.6  5.77677e+09  3.24911e+08  1.42235
 2008.49  5.77545e+09  3.24908e+08  1.42229
 2008.38  5.77413e+09  3.24904e+08  1.42223
 2008.27  5.7728e+09  3.24901e+08  1.42217
 2008.15  5.77148e+09  3.24898e+08  1.42211
 2008.04  5.77016e+09  3.24895e+08  1.42205
 2007.93  5.76884e+09  3.24891e+08  1.42199
 2007.82  5.76752e+09  3.24888e+08  1.42193
 2007.71  5.7662e+09  3.24885e+08  1.42187
 2007.59  5.76488e+09  3.24882e+08  1.42181
 2007.48  5.76356e+09  3.24878e+08  1.42175
 2007.37  5.76224e+09  3.24875e+08  1.42169
 2007.26  5.76092e+09  3.24872e+08  1.42163
 2007.15  5.7596e+09  3.24869e+08  1.42157
 2007.03  5.75828e+09  3.24865e+08  1.42151
 2006.92  5.75696e+09  3.24862e+08  1.42144
 2006.81  5.75564e+09  3.24859e+08  1.42138
 2006.7  5.75432e+09  3.24856e+08  1.42132
 2006.59  5.753e+09  3.24852e+08  1.42126
 2006.47  5.75168e+09  3.24849e+08  1.4212
 2006.36  5.75037e+09  3.24846e+08  1.42114
 2006.25  5.74905e+09  3.24843e+08  1.42108
 2006.14  5.74773e+09  3.24839e+08  1.42102
 2006.03  5.74641e+09  3.24836e+08  1.42096
 2005.91  5.74509e+09  3.24833e+08  1.4209
 2005.8  5.74378e+09  3.2483e+08  1.42084
 2005.69  5.74246e+09  3.24827e+08  1.42078
 2005.58  5.74114e+09  3.24823e+08  1.42072
 2005.47  5.73982e+09  3.2482e+08  1.42066
 2005.35  5.73851e+09  3.24817e+08  1.4206
 2005.24  5.73719e+09  3.24814e+08  1.42054
 2005.13  5.73587e+09  3.2481e+08  1.42048
 2005.02  5.73456e+09  3.24807e+08  1.42042
 2004.91  5.73324e+09  3.24804e+08  1.42036
 2004.79  5.73192e+09  3.24801e+08  1.4203
 2004.68  5.73061e+09  3.24797e+08  1.42024
 2004.57  5.72929e+09  3.24794e+08  1.42018
 2004.46  5.72798e+09  3.24791e+08  1.42012
 2004.35  5.72666e+09  3.24788e+08  1.42006
 2004.23  5.72535e+09  3.24784e+08  1.42
 2004.12  5.72403e+09  3.24781e+08  1.41994
 2004.01  5.72272e+09  3.24778e+08  1.41988
 2003.9  5.7214e+09  3.24775e+08  1.41982
 2003.78  5.72009e+09  3.24772e+08  1.41976
 2003.67  5.71877e+09  3.24768e+08  1.4197
 2003.56  5.71746e+09  3.24765e+08  1.41964
 2003.45  5.71614e+09  3.24762e+08  1.41958
 2003.34  5.71483e+09  3.24759e+08  1.41952
 2003.22  5.71352e+09  3.24755e+08  1.41946
 2003.11  5.7122e+09  3.24752e+08  1.4194
 2003  5.71089e+09  3.24749e+08  1.41934
 2002.89  5.70958e+09  3.24746e+08  1.41928
 2002.78  5.70826e+09  3.24743e+08  1.41922
 2002.66  5.70695e+09  3.24739e+08  1.41916
 2002.55  5.70564e+09  3.24736e+08  1.4191
 2002.44  5.70432e+09  3.24733e+08  1.41904
 2002.33  5.70301e+09  3.2473e+08  1.41898
 2002.21  5.7017e+09  3.24726e+08  1.41892
 2002.1  5.70039e+09  3.24723e+08  1.41886
 2001.99  5.69908e+09  3.2472e+08  1.4188
 2001.88  5.69776e+09  3.24717e+08  1.41874
 2001.77  5.69645e+09  3.24714e+08  1.41868
 2001.65  5.69514e+09  3.2471e+08  1.41862
 2001.54  5.69383e+09  3.24707e+08  1.41856
 2001.43  5.69252e+09  3.24704e+08  1.4185
 2001.32  5.69121e+09  3.24701e+08  1.41844
 2001.2  5.6899e+09  3.24698e+08  1.41838
 2001.09  5.68859e+09  3.24694e+08  1.41832
 2000.98  5.68728e+09  3.24691e+08  1.41826
 2000.87  5.68597e+09  3.24688e+08  1.4182
 2000.75  5.68466e+09  3.24685e+08  1.41814
 2000.64  5.68335e+09  3.24681e+08  1.41808
 2000.53  5.68204e+09  3.24678e+08  1.41802
 2000.42  5.68073e+09  3.24675e+08  1.41796
 2000.3  5.67942e+09  3.24672e+08  1.4179
 2000.19  5.67811e+09  3.24669e+08  1.41784
 2000.08  5.6768e+09  3.24665e+08  1.41778
 1999.97  5.67549e+09  3.24662e+08  1.41772
 1999.86  5.67418e+09  3.24659e+08  1.41766
 1999.74  5.67288e+09  3.24656e+08  1.4176
 1999.63  5.67157e+09  3.24653e+08  1.41754
 1999.52  5.67026e+09  3.24649e+08  1.41748
 1999.41  5.66895e+09  3.24646e+08  1.41742
 1999.29  5.66764e+09  3.24643e+08  1.41736
 1999.18  5.66634e+09  3.2464e+08  1.4173
 1999.07  5.66503e+09  3.24637e+08  1.41724
 1998.96  5.66372e+09  3.24633e+08  1.41718
 1998.84  5.66241e+09  3.2463e+08  1.41712
 1998.73  5.66111e+09  3.24627e+08  1.41706
 1998.62  5.6598e+09  3.24624e+08  1.417
 1998.51  5.6585e+09  3.24621e+08  1.41694
 1998.39  5.65719e+09  3.24617e+08  1.41688
 1998.28  5.65588e+09  3.24614e+08  1.41682
 1998.17  5.65458e+09  3.24611e+08  1.41676
 1998.06  5.65327e+09  3.24608e+08  1.4167
 1997.94  5.65197e+09  3.24605e+08  1.41664
 1997.83  5.65066e+09  3.24601e+08  1.41658
 1997.72  5.64935e+09  3.24598e+08  1.41652
 1997.61  5.64805e+09  3.24595e+08  1.41646
 1997.49  5.64674e+09  3.24592e+08  1.4164
 1997.38  5.64544e+09  3.24589e+08  1.41634
 1997.27  5.64414e+09  3.24585e+08  1.41628
 1997.16  5.64283e+09  3.24582e+08  1.41622
 1997.04  5.64153e+09  3.24579e+08  1.41616
 1996.93  5.64022e+09  3.24576e+08  1.4161
 1996.82  5.63892e+09  3.24573e+08  1.41604
 1996.71  5.63762e+09  3.24569e+08  1.41598
 1996.59  5.63631e+09  3.24566e+08  1.41592
 1996.48  5.63501e+09  3.24563e+08  1.41586
 1996.37  5.63371e+09  3.2456e+08  1.4158
 1996.26  5.6324e+09  3.24557e+08  1.41575
 1996.14  5.6311e+09  3.24553e+08  1.41569
 1996.03  5.6298e+09  3.2455e+08  1.41563
 1995.92  5.62849e+09  3.24547e+08  1.41557
 1995.81  5.62719e+09  3.24544e+08  1.41551
 1995.69  5.62589e+09  3.24541e+08  1.41545
 1995.58  5.62459e+09  3.24537e+08  1.41539
 1995.47  5.62329e+09  3.24534e+08  1.41533
 1995.35  5.62198e+09  3.24531e+08  1.41527
 1995.24  5.62068e+09  3.24528e+08  1.41521
 1995.13  5.61938e+09  3.24524e+08  1.41515
 1995.02  5.61808e+09  3.24521e+08  1.41509
 1994.9  5.61678e+09  3.24518e+08  1.41503
 1994.79  5.61548e+09  3.24514e+08  1.41497
 1994.68  5.61418e+09  3.24511e+08  1.41491
 1994.57  5.61288e+09  3.24508e+08  1.41484
 1994.45  5.61158e+09  3.24504e+08  1.41478
 1994.34  5.61028e+09  3.24501e+08  1.41472
 1994.23  5.60898e+09  3.24498e+08  1.41466
 1994.12  5.60768e+09  3.24495e+08  1.4146
 1994  5.60638e+09  3.24491e+08  1.41454
 1993.89  5.60508e+09  3.24488e+08  1.41448
 1993.78  5.60378e+09  3.24485e+08  1.41442
 1993.66  5.60248e+09  3.24481e+08  1.41436
 1993.55  5.60118e+09  3.24478e+08  1.4143
 1993.44  5.59988e+09  3.24475e+08  1.41424
 1993.33  5.59858e+09  3.24472e+08  1.41418
 1993.21  5.59729e+09  3.24468e+08  1.41412
 1993.1  5.59599e+09  3.24465e+08  1.41406
 1992.99  5.59469e+09  3.24462e+08  1.414
 1992.87  5.59339e+09  3.24458e+08  1.41394
 1992.76  5.59209e+09  3.24455e+08  1.41388
 1992.65  5.5908e+09  3.24452e+08  1.41382
 1992.54  5.5895e+09  3.24449e+08  1.41376
 1992.42  5.5882e+09  3.24445e+08  1.4137
 1992.31  5.58691e+09  3.24442e+08  1.41364
 1992.2  5.58561e+09  3.24439e+08  1.41358
 1992.09  5.58431e+09  3.24435e+08  1.41352
 1991.97  5.58302e+09  3.24432e+08  1.41346
 1991.86  5.58172e+09  3.24429e+08  1.4134
 1991.75  5.58042e+09  3.24426e+08  1.41334
 1991.63  5.57913e+09  3.24422e+08  1.41328
 1991.52  5.57783e+09  3.24419e+08  1.41322
 1991.41  5.57654e+09  3.24416e+08  1.41316
 1991.3  5.57524e+09  3.24412e+08  1.4131
 1991.18  5.57395e+09  3.24409e+08  1.41304
 1991.07  5.57265e+09  3.24406e+08  1.41298
 1990.96  5.57136e+09  3.24403e+08  1.41292
 1990.84  5.57006e+09  3.24399e+08  1.41286
 1990.73  5.56877e+09  3.24396e+08  1.4128
 1990.62  5.56747e+09  3.24393e+08  1.41274
 1990.5  5.56618e+09  3.24389e+08  1.41268
 1990.39  5.56488e+09  3.24386e+08  1.41262
 1990.28  5.56359e+09  3.24383e+08  1.41256
 1990.17  5.5623e+09  3.2438e+08  1.4125
