# Atmospheric vertical profile: 800 17
 IDX       PRE       TEM       TED       DRY         NH3         H2O         H2S      NH3(l)      NH3(s)      H2O(l)      H2O(s)    NH4SH(s)   ENTROPY       CPT     THETA    THETAV
 183   522.367   1061.01   1061.01   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   29.1486    2095.6   2049.37
 184   515.181   1056.83   1056.83   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    29.135    2095.6   2049.37
 185   508.093   1052.65   1052.65   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   29.1216    2095.6   2049.37
 186   501.103    1048.5    1048.5   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   29.1083    2095.6   2049.37
 187   494.209   1044.36   1044.36   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   29.0951    2095.6   2049.37
 188    487.41   1040.23   1040.23   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   29.0821    2095.6   2049.37
 189   480.705   1036.12   1036.12   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   29.0691    2095.6   2049.37
 190   474.092   1032.02   1032.02   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   29.0564    2095.6   2049.37
 191    467.57   1027.94   1027.94   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   29.0437    2095.6   2049.37
 192   461.137   1023.87   1023.87   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   29.0312    2095.6   2049.37
 193   454.793   1019.81   1019.81   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   29.0189    2095.6   2049.37
 194   448.537   1015.77   1015.77   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   29.0066    2095.6   2049.37
 195   442.366   1011.75   1011.75   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.9946    2095.6   2049.37
 196    436.28   1007.74   1007.74   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.9826    2095.6   2049.37
 197   430.278   1003.74   1003.74   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.9708    2095.6   2049.37
 198   424.359   999.755   999.755   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.9568    2095.6   2049.37
 199   418.521   995.786   995.786   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.9449    2095.6   2049.37
 200   412.763    991.83    991.83   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.9331    2095.6   2049.37
 201   407.085   987.889   987.889   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.9214    2095.6   2049.37
 202   401.485   983.962   983.962   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.9099    2095.6   2049.37
 203   395.961   980.049   980.049   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.8984    2095.6   2049.37
 204   390.514    976.15    976.15   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.8871    2095.6   2049.37
 205   385.142   972.265   972.265   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.8759    2095.6   2049.37
 206   379.843   968.394   968.394   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.8647    2095.6   2049.37
 207   374.618   964.536   964.536   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.8537    2095.6   2049.37
 208   369.464   960.693   960.693   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.8429    2095.6   2049.37
 209   364.381   956.864   956.864   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.8321    2095.6   2049.37
 210   359.368   953.048   953.048   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.8214    2095.6   2049.37
 211   354.424   949.247   949.247   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.8109    2095.6   2049.37
 212   349.549   945.459   945.459   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.8004    2095.6   2049.37
 213    344.74   941.685   941.685   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.7901    2095.6   2049.37
 214   339.997   937.924   937.924   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.7799    2095.6   2049.37
 215    335.32   934.177   934.177   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.7698    2095.6   2049.37
 216   330.707   930.444   930.444   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.7598    2095.6   2049.37
 217   326.157   926.725   926.725   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.7499    2095.6   2049.37
 218    321.67   923.019   923.019   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.7401    2095.6   2049.37
 219   317.245   919.327   919.327   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.7304    2095.6   2049.37
 220    312.88   915.648   915.648   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.7209    2095.6   2049.37
 221   308.576   911.983   911.983   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.7114    2095.6   2049.37
 222   304.331   908.331   908.331   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.7021    2095.6   2049.37
 223   300.144   904.693   904.693   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.6928    2095.6   2049.37
 224   296.015   901.068   901.068   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.6837    2095.6   2049.37
 225   291.943   897.456   897.456   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.6746    2095.6   2049.37
 226   287.926   893.858   893.858   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.6657    2095.6   2049.37
 227   283.965   890.273   890.273   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.6569    2095.6   2049.37
 228   280.059   886.702   886.702   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.6482    2095.6   2049.37
 229   276.206   883.144   883.144   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.6396    2095.6   2049.37
 230   272.406   879.598   879.598   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.6311    2095.6   2049.37
 231   268.659   876.067   876.067   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.6227    2095.6   2049.37
 232   264.963   872.548   872.548   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.6144    2095.6   2049.37
 233   261.317   869.042   869.042   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.6062    2095.6   2049.37
 234   257.723    865.55    865.55   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5981    2095.6   2049.37
 235   254.177    862.07    862.07   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5901    2095.6   2049.37
 236    250.68   858.604   858.604   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5822    2095.6   2049.37
 237   247.232    855.15    855.15   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5744    2095.6   2049.37
 238    243.83    851.71    851.71   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5667    2095.6   2049.37
 239   240.476   848.282   848.282   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5591    2095.6   2049.37
 240   237.168   844.868   844.868   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5516    2095.6   2049.37
 241   233.905   841.466   841.466   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5442    2095.6   2049.37
 242   230.687   838.077   838.077   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5369    2095.6   2049.37
 243   227.513   834.701   834.701   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5297    2095.6   2049.37
 244   224.384   831.337   831.337   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5225    2095.6   2049.37
 245   221.297   827.987   827.987   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5155    2095.6   2049.37
 246   218.252   824.649   824.649   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5086    2095.6   2049.37
 247    215.25   821.323   821.323   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.5018    2095.6   2049.37
 248   212.288   818.011   818.011   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.495    2095.6   2049.37
 249   209.368   814.711   814.711   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4884    2095.6   2049.37
 250   206.488   811.423   811.423   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4818    2095.6   2049.37
 251   203.647   808.148   808.148   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4754    2095.6   2049.37
 252   200.845   804.885   804.885   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.469    2095.6   2049.37
 253   198.082   801.635   801.635   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4627    2095.6   2049.37
 254   195.357   798.398   798.398   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4565    2095.6   2049.37
 255    192.67   795.172   795.172   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4504    2095.6   2049.37
 256   190.019   791.959   791.959   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4444    2095.6   2049.37
 257   187.405   788.759   788.759   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4385    2095.6   2049.37
 258   184.827    785.57    785.57   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4326    2095.6   2049.37
 259   182.284   782.394   782.394   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4269    2095.6   2049.37
 260   179.776    779.23    779.23   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4212    2095.6   2049.37
 261   177.303   776.078   776.078   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4156    2095.6   2049.37
 262   174.864   772.939   772.939   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4101    2095.6   2049.37
 263   172.458   769.811   769.811   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.4047    2095.6   2049.37
 264   170.086   766.696   766.696   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3993    2095.6   2049.37
 265   167.746   763.592   763.592   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3941    2095.6   2049.37
 266   165.438   760.501   760.501   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3889    2095.6   2049.37
 267   163.162   757.421   757.421   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3838    2095.6   2049.37
 268   160.918   754.354   754.354   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3788    2095.6   2049.37
 269   158.704   751.298   751.298   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3739    2095.6   2049.37
 270   156.521   748.254   748.254   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.369    2095.6   2049.37
 271   154.367   745.222   745.222   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3642    2095.6   2049.37
 272   152.244   742.202   742.202   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3595    2095.6   2049.37
 273   150.149   739.194   739.194   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3549    2095.6   2049.37
 274   148.084   736.197   736.197   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3503    2095.6   2049.37
 275   146.046   733.212   733.212   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3458    2095.6   2049.37
 276   144.037   730.238   730.238   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3414    2095.6   2049.37
 277   142.056   727.277   727.277   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3371    2095.6   2049.37
 278   140.101   724.326   724.326   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3328    2095.6   2049.37
 279   138.174   721.388   721.388   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3287    2095.6   2049.37
 280   136.273    718.46    718.46   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3245    2095.6   2049.37
 281   134.398   715.544   715.544   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3205    2095.6   2049.37
 282   132.549    712.64    712.64   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3165    2095.6   2049.37
 283   130.726   709.747   709.747   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3126    2095.6   2049.37
 284   128.927   706.866   706.866   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3088    2095.6   2049.37
 285   127.154   703.995   703.995   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.305    2095.6   2049.37
 286   125.404   701.136   701.136   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.3013    2095.6   2049.37
 287   123.679   698.288   698.288   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2976    2095.6   2049.37
 288   121.978   695.452   695.452   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.294    2095.6   2049.37
 289     120.3   692.626   692.626   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2905    2095.6   2049.37
 290   118.645   689.812   689.812   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2871    2095.6   2049.37
 291   117.013   687.009   687.009   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2837    2095.6   2049.37
 292   115.403   684.217   684.217   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2803    2095.6   2049.37
 293   113.815   681.436   681.436   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2771    2095.6   2049.37
 294   112.249   678.666   678.666   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2739    2095.6   2049.37
 295   110.705   675.906   675.906   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2707    2095.6   2049.37
 296   109.182   673.158   673.158   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2676    2095.6   2049.37
 297    107.68   670.421   670.421   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2646    2095.6   2049.37
 298   106.199   667.694   667.694   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2616    2095.6   2049.37
 299   104.738   664.978   664.978   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2587    2095.6   2049.37
 300   103.297   662.273   662.273   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2558    2095.6   2049.37
 301   101.876   659.579   659.579   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.253    2095.6   2049.37
 302   100.474   656.896   656.896   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2503    2095.6   2049.37
 303    99.092   654.223   654.223   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2475    2095.6   2049.37
 304   97.7288   651.561   651.561   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2449    2095.6   2049.37
 305   96.3843   648.909   648.909   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2423    2095.6   2049.37
 306   95.0583   646.268   646.268   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2397    2095.6   2049.37
 307   93.7506   643.637   643.637   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2372    2095.6   2049.37
 308   92.4608   641.017   641.017   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2348    2095.6   2049.37
 309   91.1888   638.407   638.407   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2324    2095.6   2049.37
 310   89.9343   635.808   635.808   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603     28.23    2095.6   2049.37
 311   88.6971   633.219   633.219   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2277    2095.6   2049.37
 312   87.4769   630.641   630.641   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2255    2095.6   2049.37
 313   86.2734   628.072   628.072   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2232    2095.6   2049.37
 314   85.0866   625.514   625.514   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2211    2095.6   2049.37
 315    83.916   622.967   622.967   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2189    2095.6   2049.37
 316   82.7616   620.429   620.429   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2169    2095.6   2049.37
 317    81.623   617.902   617.902   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2148    2095.6   2049.37
 318   80.5001   615.384   615.384   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2128    2095.6   2049.37
 319   79.3926   612.877   612.877   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2108    2095.6   2049.37
 320   78.3004    610.38    610.38   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2089    2095.6   2049.37
 321   77.2232   607.893   607.893   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.207    2095.6   2049.37
 322   76.1609   605.415   605.415   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2052    2095.6   2049.37
 323   75.1131   602.948   602.948   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2034    2095.6   2049.37
 324   74.0798   600.491   600.491   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.2016    2095.6   2049.37
 325   73.0606   598.043   598.043   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1999    2095.6   2049.37
 326   72.0555   595.606   595.606   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1982    2095.6   2049.37
 327   71.0642   593.178   593.178   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1965    2095.6   2049.37
 328   70.0866   590.759   590.759   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1949    2095.6   2049.37
 329   69.1224   588.351   588.351   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1933    2095.6   2049.37
 330   68.1715   585.952   585.952   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1917    2095.6   2049.37
 331   67.2336   583.563   583.563   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1902    2095.6   2049.37
 332   66.3087   581.184   581.184   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1886    2095.6   2049.37
 333   65.3965   578.814   578.814   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1872    2095.6   2049.37
 334   64.4968   576.453   576.453   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1857    2095.6   2049.37
 335   63.6095   574.103   574.103   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1843    2095.6   2049.37
 336   62.7344   571.761   571.761   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1829    2095.6   2049.37
 337   61.8714   569.429   569.429   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1815    2095.6   2049.37
 338   61.0202   567.107   567.107   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1802    2095.6   2049.37
 339   60.1807   564.793   564.793   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1789    2095.6   2049.37
 340   59.3528    562.49    562.49   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1776    2095.6   2049.37
 341   58.5363   560.195   560.195   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1763    2095.6   2049.37
 342    57.731    557.91    557.91   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1751    2095.6   2049.37
 343   56.9368   555.634   555.634   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1738    2095.6   2049.37
 344   56.1535   553.367   553.367   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1726    2095.6   2049.37
 345    55.381   551.109   551.109   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1714    2095.6   2049.37
 346   54.6191    548.86    548.86   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1703    2095.6   2049.37
 347   53.8677   546.621   546.621   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1691    2095.6   2049.37
 348   53.1266    544.39    544.39   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.168    2095.6   2049.37
 349   52.3957   542.169   542.169   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1669    2095.6   2049.37
 350   51.6749   539.956   539.956   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1658    2095.6   2049.37
 351    50.964   537.753   537.753   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1647    2095.6   2049.37
 352   50.2629   535.558   535.558   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1637    2095.6   2049.37
 353   49.5714   533.372   533.372   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1626    2095.6   2049.37
 354   48.8895   531.195   531.195   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1616    2095.6   2049.37
 355   48.2169   529.027   529.027   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1606    2095.6   2049.37
 356   47.5536   526.868   526.868   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1595    2095.6   2049.37
 357   46.8994   524.717   524.717   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1585    2095.6   2049.37
 358   46.2542   522.575   522.575   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1576    2095.6   2049.37
 359   45.6178   520.442   520.442   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1566    2095.6   2049.37
 360   44.9903   518.318   518.318   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1556    2095.6   2049.37
 361   44.3713   516.202   516.202   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1546    2095.6   2049.37
 362   43.7609   514.094   514.094   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1537    2095.6   2049.37
 363   43.1589   511.995   511.995   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1527    2095.6   2049.37
 364   42.5651   509.905   509.905   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1518    2095.6   2049.37
 365   41.9796   507.823   507.823   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1508    2095.6   2049.37
 366    41.402   505.749   505.749   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1499    2095.6   2049.37
 367   40.8325   503.684   503.684   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.149    2095.6   2049.37
 368   40.2707   501.627   501.627   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603    28.148    2095.6   2049.37
 369   39.7167   499.579   499.579   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1471    2095.6   2049.37
 370   39.1703   497.539   497.539   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1462    2095.6   2049.37
 371   38.6314   495.507   495.507   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1453    2095.6   2049.37
 372      38.1   493.483   493.483   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1443    2095.6   2049.37
 373   37.5758   491.468   491.468   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1434    2095.6   2049.37
 374   37.0589   489.461   489.461   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1425    2095.6   2049.37
 375   36.5491   487.462   487.462   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1416    2095.6   2049.37
 376   36.0463   485.471   485.471   0.99673  0.00035288   0.0028375  7.6609e-05           0           0           0           0           0  -16.1603   28.1406    2095.6   2049.37
