# Atmospheric vertical profile: 800 17
 IDX       PRE       TEM       TED       DRY         NH3         H2O         H2S      NH3(l)      NH3(s)      H2O(l)      H2O(s)    NH4SH(s)   ENTROPY       CPT     THETA    THETAV
 569    2.4874   222.043   218.018   0.99956  0.00035388  1.3805e-05  7.6826e-05           0           0           0           0           0  -15.7099   26.8906   2129.14   2121.92
 570   2.45318   221.096   217.084   0.99956  0.00035388  1.2429e-05  7.6826e-05           0           0           0           0           0  -15.7097   26.8728   2129.16   2121.96
 571   2.41943   220.152   216.153   0.99956  0.00035388  1.1183e-05  7.6826e-05           0           0           0           0           0  -15.7095   26.8549   2129.18      2122
 572   2.38614   219.212   215.225   0.99956  0.00035388  1.0056e-05  7.6826e-05           0           0           0           0           0  -15.7093   26.8368    2129.2   2122.04
 573   2.35332   218.275   214.301   0.99956  0.00035388   9.037e-06  7.6826e-05           0           0           0           0           0  -15.7091   26.8186   2129.21   2122.07
 574   2.32094   217.341   213.381   0.99956  0.00035388   8.116e-06  7.6826e-05           0           0           0           0           0  -15.7089   26.8002   2129.23   2122.09
 575   2.28901    216.41   212.463   0.99956  0.00035388  7.2841e-06  7.6826e-05           0           0           0           0           0  -15.7088   26.7817   2129.24   2122.12
 576   2.25752   215.483   211.549   0.99956  0.00035388  6.5333e-06  7.6826e-05           0           0           0           0           0  -15.7086    26.763   2129.25   2122.14
 577   2.22646   214.558   210.638   0.99956  0.00035388  5.8562e-06  7.6826e-05           0           0           0           0           0  -15.7085   26.7441   2129.26   2122.16
 578   2.19583   213.637    209.73   0.99956  0.00035388  5.2459e-06  7.6826e-05           0           0           0           0           0  -15.7084   26.7251   2129.27   2122.18
 579   2.16563   212.719   208.826   0.99956  0.00035388  4.6961e-06  7.6826e-05           0           0           0           0           0  -15.7083    26.706   2129.28    2122.2
 580   2.13583   211.804   207.925   0.99957  0.00035388  4.2012e-06  7.6826e-05           0           0           0           0           0  -15.7082   26.6867   2129.29   2122.21
 581   2.10645   210.893   207.027   0.99957  0.00035388   3.756e-06  7.6826e-05           0           0           0           0           0  -15.7081   26.6673    2129.3   2122.23
 582   2.07747   209.984   206.132   0.99957  0.00035388  3.3557e-06  7.6826e-05           0           0           0           0           0   -15.708   26.6477   2129.31   2122.24
 583   2.04889   209.079    205.24   0.99957  0.00035388  2.9962e-06  7.6826e-05           0           0           0           0           0   -15.708    26.628   2129.31   2122.25
 584    2.0207   208.177   204.352   0.99957  0.00035388  2.6734e-06  7.6826e-05           0           0           0           0           0  -15.7079   26.6081   2129.32   2122.26
 585   1.99291   207.278   203.467   0.99957  0.00035388  2.3837e-06  7.6826e-05           0           0           0           0           0  -15.7079   26.5881   2129.32   2122.27
 586   1.96549   206.382   202.585   0.99957  0.00035388   2.124e-06  7.6826e-05           0           0           0           0           0  -15.7078    26.568   2129.33   2122.28
 587   1.93845   205.489   201.706   0.99957  0.00035388  1.8914e-06  7.6826e-05           0           0           0           0           0  -15.7078   26.5477   2129.33   2122.29
 588   1.91178     204.6    200.83   0.99957  0.00035388   1.683e-06  7.6826e-05           0           0           0           0           0  -15.7077   26.5272   2129.33   2122.29
 589   1.88548   203.713   199.957   0.99957  0.00035388  1.4966e-06  7.6827e-05           0           0           0           0           0  -15.7077   26.5066   2129.34    2122.3
 590   1.85954    202.83   199.088   0.99957  0.00035388  1.3299e-06  7.6827e-05           0           0           0           0           0  -15.7077   26.4859   2129.34    2122.3
 591   1.83396    201.95   198.221   0.99957  0.00035388   1.181e-06  7.6827e-05           0           0           0           0           0  -15.7077    26.465   2129.34   2122.31
 592   1.80873   201.073   197.358   0.99957  0.00035388   1.048e-06  7.6827e-05           0           0           0           0           0  -15.7076    26.444   2129.34   2122.31
 593   1.78385   200.199   196.497   0.99957  0.00035388  9.2934e-07  7.6827e-05           0           0           0           0           0  -15.7076   26.4228   2129.35   2122.32
 594   1.75931   199.328    195.64   0.99957  0.00035388  8.2353e-07  7.6827e-05           0           0           0           0           0  -15.7076   26.4015   2129.35   2122.32
 595    1.7351    198.46   194.786   0.99957  0.00035388  7.2924e-07  7.6827e-05           0           0           0           0           0  -15.7076   26.3801   2129.35   2122.32
 596   1.71123   197.595   193.934   0.99957  0.00035388  6.4529e-07  7.6827e-05           0           0           0           0           0  -15.7076   26.3585   2129.35   2122.32
 597   1.68769   196.733   193.086   0.99957  0.00035388  5.7059e-07  7.6827e-05           0           0           0           0           0  -15.7075   26.3368   2129.35   2122.33
 598   1.66447   195.875   192.241   0.99957  0.00035388  5.0417e-07  7.6827e-05           0           0           0           0           0  -15.7075   26.3149   2129.35   2122.33
 599   1.64157   195.019   191.399   0.99957  0.00035388  4.4516e-07  7.6827e-05           0           0           0           0           0  -15.7075   26.2929   2129.35   2122.33
 600   1.61899   194.166   190.559   0.99957  0.00035388  3.9277e-07  7.6827e-05           0           0           0           0           0  -15.7075   26.2708   2129.36   2122.33
 601   1.59672   193.317   189.723   0.99957  0.00035388  3.4628e-07  7.6827e-05           0           0           0           0           0  -15.7075   26.2485   2129.36   2122.33
 602   1.57475    192.47   188.889   0.99957  0.00035388  3.0507e-07  7.6827e-05           0           0           0           0           0  -15.7075   26.2261   2129.36   2122.34
 603   1.55309   191.626   188.059   0.99957  0.00035388  2.6856e-07  7.6827e-05           0           0           0           0           0  -15.7075   26.2036   2129.36   2122.34
 604   1.53172   190.786   187.231   0.99957  0.00035388  2.3625e-07  7.6827e-05           0           0           0           0           0  -15.7075   26.1809   2129.36   2122.34
 605   1.51065   189.948   186.407   0.99957  0.00035388  2.0766e-07  7.6827e-05           0           0           0           0           0  -15.7075    26.158   2129.36   2122.34
 606   1.48987   189.113   185.585   0.99957  0.00035388  1.8239e-07  7.6827e-05           0           0           0           0           0  -15.7075   26.1351   2129.36   2122.34
 607   1.46937   188.281   184.766   0.99957  0.00035388  1.6007e-07  7.6827e-05           0           0           0           0           0  -15.7075    26.112   2129.36   2122.34
 608   1.44916   187.452    183.95   0.99957  0.00035388  1.4038e-07  7.6827e-05           0           0           0           0           0  -15.7075   26.0888   2129.36   2122.34
 609   1.42922   186.626   183.137   0.99957  0.00035388  1.2301e-07  7.6827e-05           0           0           0           0           0  -15.7075   26.0654   2129.36   2122.34
 610   1.40956   185.803   182.327   0.99957  0.00035388  1.0771e-07  7.6827e-05           0           0           0           0           0  -15.7075   26.0419   2129.36   2122.34
 611   1.39017   184.982   181.519   0.99957  0.00035388   9.423e-08  7.6827e-05           0           0           0           0           0  -15.7074   26.0183   2129.36   2122.34
 612   1.37104   184.165   180.714   0.99957  0.00035388  8.2374e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.9945   2129.36   2122.34
 613   1.35218   183.351   179.913   0.99957  0.00035388  7.1953e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.9707   2129.36   2122.34
 614   1.33358   182.539   179.114   0.99957  0.00035388  6.2798e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.9466   2129.36   2122.34
 615   1.31523    181.73   178.317   0.99957  0.00035388  5.4764e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.9225   2129.36   2122.34
 616   1.29714   180.924   177.524   0.99957  0.00035388  4.7718e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.8982   2129.36   2122.34
 617   1.27929   180.121   176.733   0.99957  0.00035388  4.1544e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.8738   2129.36   2122.34
 618   1.26169    179.32   175.945   0.99957  0.00035388  3.6139e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.8493   2129.36   2122.34
 619   1.24434   178.523    175.16   0.99957  0.00035388  3.1411e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.8246   2129.36   2122.34
 620   1.22722   177.728   174.378   0.99957  0.00035388  2.7278e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.7998   2129.36   2122.34
 621   1.21033   176.936   173.598   0.99957  0.00035388  2.3669e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.7749   2129.36   2122.34
 622   1.19368   176.147   172.821   0.99957  0.00035388  2.0519e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.7498   2129.36   2122.34
 623   1.17726    175.36   172.047   0.99957  0.00035388  1.7774e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.7247   2129.36   2122.35
 624   1.16107   174.576   171.275   0.99957  0.00035388  1.5382e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.6994   2129.36   2122.35
 625   1.14509   173.795   170.507   0.99957  0.00035388    1.33e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.6739   2129.36   2122.35
 626   1.12934   173.017    169.74   0.99957  0.00035388   1.149e-08  7.6827e-05           0           0           0           0           0  -15.7074   25.6484   2129.36   2122.35
 627    1.1138   172.241   168.977   0.99957  0.00035388  9.9176e-09  7.6827e-05           0           0           0           0           0  -15.7074   25.6227   2129.36   2122.35
 628   1.09848   171.468   168.216   0.99957  0.00035388  8.5525e-09  7.6827e-05           0           0           0           0           0  -15.7074   25.5969   2129.36   2122.35
 629   1.08337   170.698   167.458   0.99957  0.00035388  7.3687e-09  7.6827e-05           0           0           0           0           0  -15.7074    25.571   2129.36   2122.35
 630   1.06846   169.931   166.702   0.99957  0.00035388  6.3429e-09  7.6827e-05           0           0           0           0           0  -15.7074    25.545   2129.36   2122.35
 631   1.05377   169.166   165.949   0.99957  0.00035388  5.4549e-09  7.6827e-05           0           0           0           0           0  -15.7074   25.5188   2129.36   2122.35
 632   1.03927   168.404   165.199   0.99957  0.00035388  4.6869e-09  7.6827e-05           0           0           0           0           0  -15.7074   25.4926   2129.36   2122.35
 633   1.02497   167.644   164.451   0.99957  0.00035388  4.0233e-09  7.6827e-05           0           0           0           0           0  -15.7074   25.4662   2129.36   2122.35
 634   1.01087   166.887   163.706   0.99957  0.00035388  3.4504e-09  7.6827e-05           0           0           0           0           0  -15.7074   25.4397   2129.36   2122.35
 635  0.996964   166.133   162.964   0.99957  0.00035388  2.9563e-09  7.6827e-05           0           0           0           0           0  -15.7074    25.413   2129.36   2122.35
 636  0.983249   165.381   162.224   0.99957  0.00035388  2.5305e-09  7.6827e-05           0           0           0           0           0  -15.7074   25.3863   2129.36   2122.35
 637  0.969722   164.632   161.486   0.99957  0.00035388  2.1639e-09  7.6827e-05           0           0           0           0           0  -15.7074   25.3595   2129.36   2122.35
 638  0.956381   163.886   160.751   0.99957  0.00035388  1.8487e-09  7.6827e-05           0           0           0           0           0  -15.7074   25.3325   2129.36   2122.35
 639  0.943224   163.142   160.019   0.99957  0.00035388  1.5779e-09  7.6827e-05           0           0           0           0           0  -15.7074   25.3054   2129.36   2122.35
 640  0.930248   162.401   159.289   0.99957  0.00035388  1.3454e-09  7.6827e-05           0           0           0           0           0  -15.7074   25.2782   2129.36   2122.35
 641  0.917451   161.662   158.562   0.99957  0.00035388   1.146e-09  7.6827e-05           0           0           0           0           0  -15.7074   25.2509   2129.36   2122.35
 642  0.904829   160.926   157.838   0.99957  0.00035388  9.7521e-10  7.6827e-05           0           0           0           0           0  -15.7074   25.2235   2129.36   2122.35
 643  0.892381   160.193   157.115   0.99957  0.00035388  8.2903e-10  7.6827e-05           0           0           0           0           0  -15.7074    25.196   2129.36   2122.35
 644  0.880105   159.461   156.396   0.99957  0.00035388  7.0405e-10  7.6827e-05           0           0           0           0           0  -15.7074   25.1683   2129.36   2122.35
 645  0.867997   158.733   155.679   0.99957  0.00035388   5.973e-10  7.6827e-05           0           0           0           0           0  -15.7074   25.1406   2129.36   2122.35
 646  0.856056   158.007   154.964   0.99957  0.00035388  5.0622e-10  7.6827e-05           0           0           0           0           0  -15.7074   25.1128   2129.36   2122.35
 647  0.844279   157.284   154.252   0.99957  0.00035388  4.2858e-10  7.6827e-05           0           0           0           0           0  -15.7074   25.0848   2129.36   2122.35
 648  0.832664   156.563   153.542   0.99957  0.00035388  3.6247e-10  7.6827e-05           0           0           0           0           0  -15.7074   25.0568   2129.36   2122.35
 649  0.821209   155.844   152.835   0.99957  0.00035388  3.0624e-10  7.6827e-05           0           0           0           0           0  -15.7074   25.0286   2129.36   2122.35
 650  0.809911   155.128    152.13   0.99957  0.00035388  2.5846e-10  7.6827e-05           0           0           0           0           0  -15.7074   25.0004   2129.36   2122.35
 651  0.798769   154.415   151.428   0.99957  0.00035388   2.179e-10  7.6827e-05           0           0           0           0           0  -15.7074    24.972   2129.36   2122.35
 652   0.78778   153.704   150.728   0.99957  0.00035388   1.835e-10  7.6827e-05           0           0           0           0           0  -15.7074   24.9436   2129.36   2122.35
 653  0.776943   153.002    150.03   0.99957  0.00034846  1.5465e-10  7.6827e-05           0           0           0           0           0  -15.7064   24.9152   2129.44    2122.5
 654  0.766254   152.337   149.335   0.99961  0.00031658  1.3137e-10  7.6829e-05           0           0           0           0           0  -15.7003   24.8879   2129.91   2123.39
 655  0.755713    151.67   148.643   0.99964  0.00028729   1.114e-10  7.6832e-05           0           0           0           0           0  -15.6948   24.8604   2130.34   2124.22
 656  0.745316   151.003   147.952   0.99966  0.00026041  9.4289e-11  7.6834e-05           0           0           0           0           0  -15.6897   24.8327   2130.74   2124.98
 657  0.735063   150.335   147.265   0.99969  0.00023578  7.9668e-11  7.6836e-05           0           0           0           0           0   -15.685   24.8048   2131.11   2125.68
 658   0.72495   149.667   146.579   0.99971  0.00021325  6.7198e-11  7.6837e-05           0           0           0           0           0  -15.6807   24.7768   2131.44   2126.32
 659  0.714977   148.999   145.896   0.99973  0.00019266  5.6584e-11  7.6839e-05           0           0           0           0           0  -15.6767   24.7486   2131.75    2126.9
 660  0.705141   148.331   145.215   0.99975  0.00017387  4.7567e-11   7.684e-05           0           0           0           0           0  -15.6731   24.7203   2132.04   2127.44
 661   0.69544   147.663   144.537   0.99977  0.00015675  3.9921e-11  7.6842e-05           0           0           0           0           0  -15.6699   24.6918    2132.3   2127.93
 662  0.685873   146.995   143.861   0.99978  0.00014117   3.345e-11  7.6843e-05           0           0           0           0           0  -15.6669   24.6631   2132.53   2128.38
 663  0.676437   146.328   143.187    0.9998  0.00012701  2.7982e-11  7.6844e-05           0           0           0           0           0  -15.6642   24.6344   2132.75   2128.78
 664  0.667131   145.662   142.516   0.99981  0.00011415  2.3372e-11  7.6845e-05           0           0           0           0           0  -15.6617   24.6055   2132.95   2129.15
 665  0.657954   144.996   141.847   0.99982  0.00010249  1.9491e-11  7.6846e-05           0           0           0           0           0  -15.6594   24.5765   2133.13   2129.49
 666  0.648902   144.331   141.181   0.99983   9.193e-05  1.6229e-11  7.6847e-05           0           0           0           0           0  -15.6574   24.5473   2133.29    2129.8
 667  0.639975   143.668   140.516   0.99984  8.2378e-05  1.3492e-11  7.6847e-05           0           0           0           0           0  -15.6556   24.5181   2133.44   2130.08
 668  0.631171   143.005   139.854   0.99985  7.3747e-05    1.12e-11  7.6848e-05           0           0           0           0           0  -15.6539   24.4887   2133.58   2130.33
 669  0.622488   142.344   139.195   0.99986  6.5956e-05  9.2838e-12  7.6849e-05           0           0           0           0           0  -15.6524   24.4593    2133.7   2130.56
 670  0.613924   141.684   138.537   0.99986  5.8932e-05  7.6838e-12  7.6849e-05           0           0           0           0           0   -15.651   24.4297   2133.81   2130.76
 671  0.605478   141.025   137.882   0.99987  5.2606e-05  6.3502e-12   7.685e-05           0           0           0           0           0  -15.6498   24.4001   2133.91   2130.95
 672  0.597148   140.368    137.23   0.99988  4.6915e-05  5.2403e-12   7.685e-05           0           0           0           0           0  -15.6487   24.3704      2134   2131.12
 673  0.588933   139.712   136.579   0.99988    4.18e-05  4.3182e-12  7.6851e-05           0           0           0           0           0  -15.6477   24.3406   2134.08   2131.27
 674  0.580831   139.058   135.931   0.99989  3.7208e-05  3.5531e-12  7.6851e-05           0           0           0           0           0  -15.6468   24.3107   2134.16    2131.4
 675  0.572841   138.406   135.285   0.99989  3.3089e-05  2.9194e-12  7.6851e-05           0           0           0           0           0   -15.646   24.2807   2134.22   2131.52
 676   0.56496   137.755   134.641   0.99989  2.9399e-05  2.3953e-12  7.6852e-05           0           0           0           0           0  -15.6453   24.2507   2134.28   2131.63
 677  0.557188   137.107       134    0.9999  2.6097e-05  1.9624e-12  7.6852e-05           0           0           0           0           0  -15.6447   24.2206   2134.34   2131.73
 678  0.549522    136.46   133.361    0.9999  2.3144e-05  1.6055e-12  7.6852e-05           0           0           0           0           0  -15.6441   24.1904   2134.39   2131.82
 679  0.541963   135.815   132.724    0.9999  2.0505e-05  1.3116e-12  7.6852e-05           0           0           0           0           0  -15.6436   24.1602   2134.43    2131.9
 680  0.534507   135.171   132.089    0.9999  1.8151e-05    1.07e-12  7.6852e-05           0           0           0           0           0  -15.6431   24.1299   2134.47   2131.97
 681  0.527153    134.53   131.457   0.99991  1.6053e-05   8.716e-13  7.6853e-05           0           0           0           0           0  -15.6427   24.0996    2134.5   2132.04
 682  0.519901   133.891   130.827   0.99991  1.4183e-05    7.09e-13  7.6853e-05           0           0           0           0           0  -15.6424   24.0693   2134.53   2132.09
 683  0.512749   133.253   130.199   0.99991   1.252e-05   5.759e-13  7.6853e-05           0           0           0           0           0   -15.642   24.0389   2134.56   2132.14
 684  0.505695   132.618   129.573   0.99991  1.1041e-05  4.6712e-13  7.6853e-05           0           0           0           0           0  -15.6417   24.0085   2134.59   2132.19
 685  0.498738   131.985   128.949   0.99991  9.7284e-06  3.7834e-13  7.6853e-05           0           0           0           0           0  -15.6415    23.978   2134.61   2132.23
 686  0.491877   131.353   128.328   0.99991  8.5635e-06  3.0599e-13  7.6853e-05           0           0           0           0           0  -15.6413   23.9475   2134.63   2132.26
 687   0.48511   130.724   127.709   0.99992  7.5309e-06  2.4711e-13  7.6853e-05           0           0           0           0           0   -15.641    23.917   2134.65   2132.29
 688  0.478436   130.097   127.092   0.99992  6.6167e-06  1.9928e-13  7.6853e-05           0           0           0           0           0  -15.6409   23.8865   2134.66   2132.32
 689  0.471854   129.472   126.477   0.99992  5.8079e-06  1.6047e-13  7.6853e-05           0           0           0           0           0  -15.6407   23.8559   2134.68   2132.35
 690  0.465363   128.849   125.865   0.99992  5.0931e-06  1.2903e-13  7.6853e-05           0           0           0           0           0  -15.6406   23.8253   2134.69   2132.37
 691  0.458961   128.228   125.254   0.99992   4.462e-06  1.0359e-13  7.6853e-05           0           0           0           0           0  -15.6404   23.7948    2134.7   2132.39
 692  0.452647   127.609   124.646   0.99992  3.9053e-06   8.305e-14  7.6854e-05           0           0           0           0           0  -15.6403   23.7642   2134.71   2132.41
 693   0.44642   126.992    124.04   0.99992  3.4148e-06  6.6481e-14  7.6854e-05           0           0           0           0           0  -15.6402   23.7336   2134.72   2132.42
 694  0.440278   126.378   123.437   0.99992   2.983e-06  5.3139e-14  7.6854e-05           0           0           0           0           0  -15.6402   23.7031   2134.73   2132.44
 695  0.434221   125.765   122.835   0.99992  2.6033e-06   4.241e-14  7.6854e-05           0           0           0           0           0  -15.6401   23.6725   2134.73   2132.45
 696  0.428248   125.155   122.235   0.99992  2.2696e-06  3.3796e-14  7.6854e-05           0           0           0           0           0    -15.64    23.642   2134.74   2132.46
 697  0.422356   124.546   121.638   0.99992  1.9768e-06  2.6891e-14  7.6854e-05           0           0           0           0           0    -15.64   23.6114   2134.74   2132.47
 698  0.416546    123.94   121.043   0.99992    1.72e-06  2.1364e-14  7.6854e-05           0           0           0           0           0  -15.6399   23.5809   2134.75   2132.48
 699  0.410815   123.336    120.45   0.99992  1.4951e-06  1.6947e-14  7.6854e-05           0           0           0           0           0  -15.6399   23.5504   2134.75   2132.48
 700  0.405163   122.735   119.859   0.99992  1.2983e-06  1.3422e-14  7.6854e-05           0           0           0           0           0  -15.6398     23.52   2134.76   2132.49
 701   0.39959   122.135    119.27   0.99992  1.1262e-06  1.0614e-14  7.6854e-05           0           0           0           0           0  -15.6398   23.4896   2134.76   2132.49
 702  0.394092   121.537   118.684   0.99992    9.76e-07  8.3802e-15  7.6854e-05           0           0           0           0           0  -15.6398   23.4592   2134.76    2132.5
 703  0.388671   120.942   118.099   0.99992  8.4493e-07  6.6061e-15  7.6854e-05           0           0           0           0           0  -15.6397   23.4288   2134.77    2132.5
 704  0.383324   120.348   117.517   0.99992  7.3071e-07  5.1993e-15  7.6854e-05           0           0           0           0           0  -15.6397   23.3985   2134.77   2132.51
 705   0.37805   119.757   116.937   0.99992  6.3127e-07  4.0855e-15  7.6854e-05           0           0           0           0           0  -15.6397   23.3683   2134.77   2132.51
 706  0.372849   119.168   116.359   0.99992  5.4479e-07  3.2051e-15  7.6854e-05           0           0           0           0           0  -15.6397   23.3381   2134.77   2132.51
 707   0.36772   118.581   115.783   0.99992  4.6966e-07  2.5104e-15  7.6854e-05           0           0           0           0           0  -15.6397   23.3079   2134.77   2132.52
 708  0.362661   117.996   115.209   0.99992  4.0446e-07  1.9631e-15  7.6854e-05           0           0           0           0           0  -15.6396   23.2778   2134.77   2132.52
 709  0.357672   117.414   114.637   0.99992  3.4794e-07  1.5325e-15  7.6854e-05           0           0           0           0           0  -15.6396   23.2478   2134.77   2132.52
 710  0.352752   116.833   114.068   0.99992    2.99e-07  1.1945e-15  7.6854e-05           0           0           0           0           0  -15.6396   23.2179   2134.78   2132.52
 711  0.347899   116.255     113.5   0.99992  2.5666e-07   9.294e-16  7.6854e-05           0           0           0           0           0  -15.6396    23.188   2134.78   2132.52
 712  0.343113   115.678   112.935   0.99992  2.2008e-07  7.2195e-16  7.6854e-05           0           0           0           0           0  -15.6396   23.1582   2134.78   2132.52
 713  0.338392   115.104   112.372   0.99992   1.885e-07  5.5986e-16  7.6854e-05           0           0           0           0           0  -15.6396   23.1285   2134.78   2132.52
 714  0.333737   114.532    111.81   0.99992  1.6128e-07  4.3342e-16  7.6854e-05           0           0           0           0           0  -15.6396   23.0989   2134.78   2132.53
 715  0.329146   113.962   111.251   0.99992  1.3783e-07  3.3497e-16  7.6854e-05           0           0           0           0           0  -15.6396   23.0693   2134.78   2132.53
 716  0.324618   113.394   110.694   0.99992  1.1766e-07  2.5843e-16  7.6854e-05           0           0           0           0           0  -15.6396   23.0399   2134.78   2132.53
 717  0.320152   112.828    110.14   0.99992  1.0033e-07  1.9904e-16  7.6854e-05           0           0           0           0           0  -15.6396   23.0106   2134.78   2132.53
 718  0.315747   112.265   109.587   0.99992  8.5454e-08  1.5303e-16  7.6854e-05           0           0           0           0           0  -15.6396   22.9813   2134.78   2132.53
 719  0.311404   111.703   109.036   0.99992  7.2701e-08  1.1744e-16  7.6854e-05           0           0           0           0           0  -15.6396   22.9522   2134.78   2132.53
 720   0.30712   111.144   108.487   0.99992  6.1779e-08  8.9976e-17  7.6854e-05           0           0           0           0           0  -15.6396   22.9232   2134.78   2132.53
 721  0.302894   110.586   107.941   0.99992  5.2438e-08   6.881e-17  7.6854e-05           0           0           0           0           0  -15.6396   22.8943   2134.78   2132.53
 722  0.298727   110.031   107.397   0.99992  4.4457e-08  5.2529e-17  7.6854e-05           0           0           0           0           0  -15.6396   22.8655   2134.78   2132.53
 723  0.294618   109.478   106.854   0.99992  3.7646e-08  4.0027e-17  7.6854e-05           0           0           0           0           0  -15.6396   22.8368   2134.78   2132.53
 724  0.290565   108.927   106.314   0.99992  3.1841e-08  3.0446e-17  7.6854e-05           0           0           0           0           0  -15.6396   22.8083   2134.78   2132.53
 725  0.286567   108.378   105.776   0.99992  2.6899e-08  2.3115e-17  7.6854e-05           0           0           0           0           0  -15.6396   22.7799   2134.78   2132.53
 726  0.282625   107.831    105.24   0.99992  2.2697e-08  1.7518e-17  7.6854e-05           0           0           0           0           0  -15.6396   22.7516   2134.78   2132.53
 727  0.278737   107.286   104.706   0.99992  1.9128e-08  1.3251e-17  7.6854e-05           0           0           0           0           0  -15.6396   22.7235   2134.78   2132.53
 728  0.274902   106.743   104.174   0.99992  1.6101e-08  1.0005e-17  7.6854e-05           0           0           0           0           0  -15.6396   22.6955   2134.78   2132.53
 729   0.27112   106.203   103.644   0.99992  1.3536e-08  7.5397e-18  7.6854e-05           0           0           0           0           0  -15.6396   22.6676   2134.78   2132.53
 730  0.267391   105.664   103.116   0.99992  1.1366e-08  5.6712e-18  7.6854e-05           0           0           0           0           0  -15.6396     22.64   2134.78   2132.53
 731  0.263712   105.127    102.59   0.99992  9.5315e-09  4.2577e-18  7.6854e-05           0           0           0           0           0  -15.6396   22.6124   2134.78   2132.53
 732  0.260084   104.593   102.067   0.99992  7.9834e-09  3.1903e-18  7.6854e-05           0           0           0           0           0  -15.6396   22.5851   2134.78   2132.53
 733  0.256506   104.061   101.545   0.99992  6.6784e-09   2.386e-18  7.6854e-05           0           0           0           0           0  -15.6396   22.5579   2134.78   2132.53
 734  0.252977    103.53   101.025   0.99992  5.5796e-09  1.7809e-18  7.6854e-05           0           0           0           0           0  -15.6396   22.5308   2134.78   2132.53
 735  0.249497   103.002   100.508   0.99992  4.6557e-09  1.3267e-18  7.6854e-05           0           0           0           0           0  -15.6396    22.504   2134.78   2132.53
 736  0.246065   102.476   99.9924   0.99992  3.8798e-09  9.8644e-19  7.6854e-05           0           0           0           0           0  -15.6396   22.4773   2134.78   2132.53
 737  0.242679   101.952   99.4791   0.99992   3.229e-09  7.3197e-19  7.6854e-05           0           0           0           0           0  -15.6396   22.4507   2134.78   2132.53
 738  0.239341    101.43   98.9677   0.99992  2.6839e-09  5.4207e-19  7.6854e-05           0           0           0           0           0  -15.6396   22.4244   2134.78   2132.53
 739  0.236048    100.91   98.4585   0.99992  2.2279e-09  4.0063e-19  7.6854e-05           0           0           0           0           0  -15.6396   22.3983   2134.78   2132.53
 740  0.232801   100.392   97.9513   0.99992   1.847e-09  2.9551e-19  7.6854e-05           0           0           0           0           0  -15.6396   22.3723   2134.78   2132.53
 741  0.229598   99.8763   97.4461   0.99992  1.5292e-09  2.1752e-19  7.6854e-05           0           0           0           0           0  -15.6396   22.3465   2134.78   2132.53
 742   0.22644   99.3626    96.943   0.99992  1.2643e-09  1.5979e-19  7.6854e-05           0           0           0           0           0  -15.6396   22.3209   2134.78   2132.53
 743  0.223324   98.8509   96.4419   0.99992   1.044e-09  1.1714e-19  7.6854e-05           0           0           0           0           0  -15.6396   22.2956   2134.78   2132.53
 744  0.220252   98.3412   95.9429   0.99992  8.6086e-10    8.57e-20  7.6854e-05           0           0           0           0           0  -15.6396   22.2704   2134.78   2132.53
 745  0.217222   97.8337    95.446   0.99992  7.0891e-10  6.2567e-20  7.6854e-05           0           0           0           0           0  -15.6396   22.2454   2134.78   2132.53
 746  0.214234   97.3282   94.9511   0.99992  5.8298e-10  4.5583e-20  7.6854e-05           0           0           0           0           0  -15.6396   22.2207   2134.78   2132.53
 747  0.211286   96.8247   94.4582   0.99992  4.7877e-10  3.3139e-20  7.6854e-05           0           0           0           0           0  -15.6396   22.1961   2134.78   2132.53
 748   0.20838   96.3233   93.9674   0.99992  3.9264e-10  2.4042e-20  7.6854e-05           0           0           0           0           0  -15.6396   22.1718   2134.78   2132.53
 749  0.205513   95.8239   93.4786   0.99992  3.2156e-10  1.7405e-20  7.6854e-05           0           0           0           0           0  -15.6396   22.1476   2134.78   2132.53
 750  0.202686   95.3266   92.9918   0.99992  2.6298e-10  1.2573e-20  7.6854e-05           0           0           0           0           0  -15.6396   22.1237   2134.78   2132.53
 751  0.199897   94.8314   92.5071   0.99992  2.1477e-10  9.0633e-21  7.6854e-05           0           0           0           0           0  -15.6396      22.1   2134.78   2132.53
 752  0.197147   94.3382   92.0244   0.99992  1.7515e-10  6.5191e-21  7.6854e-05           0           0           0           0           0  -15.6396   22.0766   2134.78   2132.53
 753  0.194435    93.847   91.5438   0.99992  1.4264e-10  4.6789e-21  7.6854e-05           0           0           0           0           0  -15.6396   22.0533   2134.78   2132.53
